stop_id,stop_code,stop_name,stop_lat,stop_lon,wheelchair_boarding,stop_timezone,location_type,parent_station,platform_code
0027,0027,0027,-3.991771540255042,56.9476964165082,yes,NA,NA,NA,NA
2227,2227,2227,-3.991696873432061,56.946296658556534,yes,NA,NA,NA,NA
4431,4431,4431,-3.990415804957191,56.94631706169706,yes,NA,NA,NA,NA
0031,0031,0031,-3.9891347347867203,56.946337451721604,yes,NA,NA,NA,NA
3331,3331,3331,-3.9878536629217325,56.946357828630106,yes,NA,NA,NA,NA
446,446,446,-4.005487806020875,56.940472370655016,yes,NA,NA,NA,NA
006,006,006,-4.004206947986312,56.940492913701995,yes,NA,NA,NA,NA
116,116,116,-4.0042445066030865,56.94119278804393,yes,NA,NA,NA,NA
445,445,445,-4.004282066925467,56.94189266229097,yes,NA,NA,NA,NA
227,227,227,-4.0043196289535565,56.942592536443094,yes,NA,NA,NA,NA
007,007,007,-4.004357192687465,56.94329241050031,yes,NA,NA,NA,NA
337,337,337,-4.003076237095998,56.94331294261644,yes,NA,NA,NA,NA
115,115,115,-4.0017952797984835,56.94333346161832,yes,NA,NA,NA,NA
005,005,005,-4.001720249891242,56.94193371122767,yes,NA,NA,NA,NA
225,225,225,-4.001645226798157,56.940533960457564,yes,NA,NA,NA,NA
336,336,336,-4.002926088245045,56.94051344363621,yes,NA,NA,NA,NA
226,226,226,-4.004169391075035,56.939793039265176,yes,NA,NA,NA,NA
1131,1131,1131,-3.9891720194089513,56.94703733182869,yes,NA,NA,NA,NA
3327,3327,3327,-3.989209305724606,56.94773721184111,yes,NA,NA,NA,NA
1127,1127,1127,-3.991846213860831,56.94909617408106,yes,NA,NA,NA,NA
3319,3319,3319,-3.991920894250277,56.95049593127513,yes,NA,NA,NA,NA
4419,4419,4419,-4.002170531576956,56.950332207879946,yes,NA,NA,NA,NA
2221,2221,2221,-4.002245602387089,56.95173195599394,yes,NA,NA,NA,NA
0021,0021,0021,-4.002320680017363,56.95313170372849,yes,NA,NA,NA,NA
1121,1121,1121,-4.002395764468635,56.95453145108356,yes,NA,NA,NA,NA
0078,0078,0078,-3.94755554602857,56.93578463809501,yes,NA,NA,NA,NA
1178,1178,1178,-3.9475920370057724,56.93648453685975,yes,NA,NA,NA,NA
3374,3374,3374,-3.947628529639956,56.93718443553048,yes,NA,NA,NA,NA
0074,0074,0074,-3.950190104643816,56.937144496684546,yes,NA,NA,NA,NA
4474,4474,4474,-3.952751673005935,56.937104505389684,yes,NA,NA,NA,NA
2270,2270,2270,-3.955313234717621,56.93706446164613,yes,NA,NA,NA,NA
4456,4456,4456,-3.955166699179159,56.93426487914776,yes,NA,NA,NA,NA
220,220,220,-3.96541211278017,56.934104196768835,yes,NA,NA,NA,NA
331,331,331,-3.9756574193057412,56.93394267532341,yes,NA,NA,NA,NA
2216,2216,2216,-3.975805487952477,56.93674222358065,yes,NA,NA,NA,NA
0016,0016,0016,-3.975953583494799,56.939541770326635,yes,NA,NA,NA,NA
4416,4416,4416,-3.9810769630204677,56.93946067772664,yes,NA,NA,NA,NA
111,111,111,-3.9862003155552044,56.93937937532244,yes,NA,NA,NA,NA
333,333,333,-3.991323641029461,56.93929786311638,yes,NA,NA,NA,NA
1115,1115,1115,-3.9912490148854514,56.93789810289197,yes,NA,NA,NA,NA
0015,0015,0015,-3.991174395518298,56.936498342288814,yes,NA,NA,NA,NA
2215,2215,2215,-3.991099782927147,56.93509858130683,yes,NA,NA,NA,NA
0070,0070,0070,-3.955459796873729,56.93986404263836,yes,NA,NA,NA,NA
3371,3371,3371,-3.957874789770184,56.93702436545424,yes,NA,NA,NA,NA
0071,0071,0071,-3.960436338154928,56.936984216814245,yes,NA,NA,NA,NA
1171,1171,1171,-3.96050980757498,56.938384003234695,yes,NA,NA,NA,NA
4470,4470,4470,-3.960583283667653,56.93978378927829,yes,NA,NA,NA,NA
4447,4447,4447,-3.9563397291549243,56.9566614969622,yes,NA,NA,NA,NA
0047,0047,0047,-3.9460880723869027,56.95682147622357,yes,NA,NA,NA,NA
3347,3347,3347,-3.9358363094429265,56.95698061566905,yes,NA,NA,NA,NA
1155,1155,1155,-3.935691122603107,56.95418100979336,yes,NA,NA,NA,NA
0055,0055,0055,-3.93554596214263,56.951381402416544,yes,NA,NA,NA,NA
3355,3355,3355,-3.9304208085736505,56.951460640355045,yes,NA,NA,NA,NA
