trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint
0-13,07:10:00,07:11:00,2234,10,10,0,0,,1
0-13,07:10:00,07:11:00,0034,11,11,0,0,,1
0-13,07:10:00,07:11:00,1134,12,12,0,0,,1
0-14,07:20:00,07:21:00,1156,0,0,0,0,,1
0-14,07:20:00,07:21:00,330,1,1,0,0,,1
0-14,07:20:00,07:21:00,000,2,2,0,0,,1
0-14,07:20:00,07:21:00,110,3,3,0,0,,1
0-14,07:20:00,07:21:00,3318,4,4,0,0,,1
0-14,07:20:00,07:21:00,0018,5,5,0,0,,1
0-14,07:20:00,07:21:00,4418,6,6,0,0,,1
0-14,07:20:00,07:21:00,2232,7,7,0,0,,1
0-14,07:20:00,07:21:00,0032,8,8,0,0,,1
0-14,07:20:00,07:21:00,4432,9,9,0,0,,1
0-14,07:20:00,07:21:00,2234,10,10,0,0,,1
0-14,07:20:00,07:21:00,0034,11,11,0,0,,1
0-14,07:20:00,07:21:00,1134,12,12,0,0,,1
0-15,07:30:00,07:31:00,1156,0,0,0,0,,1
0-15,07:30:00,07:31:00,330,1,1,0,0,,1
0-15,07:30:00,07:31:00,000,2,2,0,0,,1
0-15,07:30:00,07:31:00,110,3,3,0,0,,1
0-15,07:30:00,07:31:00,3318,4,4,0,0,,1
0-15,07:30:00,07:31:00,0018,5,5,0,0,,1
0-15,07:30:00,07:31:00,4418,6,6,0,0,,1
0-15,07:30:00,07:31:00,2232,7,7,0,0,,1
0-15,07:30:00,07:31:00,0032,8,8,0,0,,1
0-15,07:30:00,07:31:00,4432,9,9,0,0,,1
0-15,07:30:00,07:31:00,2234,10,10,0,0,,1
0-15,07:30:00,07:31:00,0034,11,11,0,0,,1
0-15,07:30:00,07:31:00,1134,12,12,0,0,,1
0-16,07:40:00,07:41:00,1156,0,0,0,0,,1
0-16,07:40:00,07:41:00,330,1,1,0,0,,1
0-16,07:40:00,07:41:00,000,2,2,0,0,,1
0-16,07:40:00,07:41:00,110,3,3,0,0,,1
0-16,07:40:00,07:41:00,3318,4,4,0,0,,1
0-16,07:40:00,07:41:00,0018,5,5,0,0,,1
0-16,07:40:00,07:41:00,4418,6,6,0,0,,1
0-16,07:40:00,07:41:00,2232,7,7,0,0,,1
0-16,07:40:00,07:41:00,0032,8,8,0,0,,1
0-16,07:40:00,07:41:00,4432,9,9,0,0,,1
0-16,07:40:00,07:41:00,2234,10,10,0,0,,1
0-16,07:40:00,07:41:00,0034,11,11,0,0,,1
0-16,07:40:00,07:41:00,1134,12,12,0,0,,1
0-17,07:50:00,07:51:00,1156,0,0,0,0,,1
0-17,07:50:00,07:51:00,330,1,1,0,0,,1
0-17,07:50:00,07:51:00,000,2,2,0,0,,1
0-17,07:50:00,07:51:00,110,3,3,0,0,,1
0-17,07:50:00,07:51:00,3318,4,4,0,0,,1
0-17,07:50:00,07:51:00,0018,5,5,0,0,,1
0-17,07:50:00,07:51:00,4418,6,6,0,0,,1
0-17,07:50:00,07:51:00,2232,7,7,0,0,,1
0-17,07:50:00,07:51:00,0032,8,8,0,0,,1
0-17,07:50:00,07:51:00,4432,9,9,0,0,,1
0-17,07:50:00,07:51:00,2234,10,10,0,0,,1
0-17,07:50:00,07:51:00,0034,11,11,0,0,,1
0-17,07:50:00,07:51:00,1134,12,12,0,0,,1
0-18,08:00:00,08:01:00,1156,0,0,0,0,,1
0-18,08:00:00,08:01:00,330,1,1,0,0,,1
0-18,08:00:00,08:01:00,000,2,2,0,0,,1
0-18,08:00:00,08:01:00,110,3,3,0,0,,1
0-18,08:00:00,08:01:00,3318,4,4,0,0,,1
0-18,08:00:00,08:01:00,0018,5,5,0,0,,1
0-18,08:00:00,08:01:00,4418,6,6,0,0,,1
0-18,08:00:00,08:01:00,2232,7,7,0,0,,1
0-18,08:00:00,08:01:00,0032,8,8,0,0,,1
0-18,08:00:00,08:01:00,4432,9,9,0,0,,1
0-18,08:00:00,08:01:00,2234,10,10,0,0,,1
0-18,08:00:00,08:01:00,0034,11,11,0,0,,1
0-18,08:00:00,08:01:00,1134,12,12,0,0,,1
0-19,08:10:00,08:11:00,1156,0,0,0,0,,1
0-19,08:10:00,08:11:00,330,1,1,0,0,,1
0-19,08:10:00,08:11:00,000,2,2,0,0,,1
0-19,08:10:00,08:11:00,110,3,3,0,0,,1
0-19,08:10:00,08:11:00,3318,4,4,0,0,,1
0-19,08:10:00,08:11:00,0018,5,5,0,0,,1
0-19,08:10:00,08:11:00,4418,6,6,0,0,,1
0-19,08:10:00,08:11:00,2232,7,7,0,0,,1
0-19,08:10:00,08:11:00,0032,8,8,0,0,,1
0-19,08:10:00,08:11:00,4432,9,9,0,0,,1
0-19,08:10:00,08:11:00,2234,10,10,0,0,,1
0-19,08:10:00,08:11:00,0034,11,11,0,0,,1
0-19,08:10:00,08:11:00,1134,12,12,0,0,,1
0-20,08:20:00,08:21:00,1156,0,0,0,0,,1
0-20,08:20:00,08:21:00,330,1,1,0,0,,1
0-20,08:20:00,08:21:00,000,2,2,0,0,,1
0-20,08:20:00,08:21:00,110,3,3,0,0,,1
0-20,08:20:00,08:21:00,3318,4,4,0,0,,1
0-20,08:20:00,08:21:00,0018,5,5,0,0,,1
0-20,08:20:00,08:21:00,4418,6,6,0,0,,1
0-20,08:20:00,08:21:00,2232,7,7,0,0,,1
0-20,08:20:00,08:21:00,0032,8,8,0,0,,1
0-20,08:20:00,08:21:00,4432,9,9,0,0,,1
0-20,08:20:00,08:21:00,2234,10,10,0,0,,1
0-20,08:20:00,08:21:00,0034,11,11,0,0,,1
0-20,08:20:00,08:21:00,1134,12,12,0,0,,1
0-21,08:30:00,08:31:00,1156,0,0,0,0,,1
0-21,08:30:00,08:31:00,330,1,1,0,0,,1
0-21,08:30:00,08:31:00,000,2,2,0,0,,1
0-21,08:30:00,08:31:00,110,3,3,0,0,,1
0-21,08:30:00,08:31:00,3318,4,4,0,0,,1
0-21,08:30:00,08:31:00,0018,5,5,0,0,,1
0-21,08:30:00,08:31:00,4418,6,6,0,0,,1
0-21,08:30:00,08:31:00,2232,7,7,0,0,,1
0-21,08:30:00,08:31:00,0032,8,8,0,0,,1
0-21,08:30:00,08:31:00,4432,9,9,0,0,,1
0-21,08:30:00,08:31:00,2234,10,10,0,0,,1
0-21,08:30:00,08:31:00,0034,11,11,0,0,,1
0-21,08:30:00,08:31:00,1134,12,12,0,0,,1
0-22,08:40:00,08:41:00,1156,0,0,0,0,,1
0-22,08:40:00,08:41:00,330,1,1,0,0,,1
0-22,08:40:00,08:41:00,000,2,2,0,0,,1
0-22,08:40:00,08:41:00,110,3,3,0,0,,1
0-22,08:40:00,08:41:00,3318,4,4,0,0,,1
0-22,08:40:00,08:41:00,0018,5,5,0,0,,1
0-22,08:40:00,08:41:00,4418,6,6,0,0,,1
0-22,08:40:00,08:41:00,2232,7,7,0,0,,1
0-22,08:40:00,08:41:00,0032,8,8,0,0,,1
0-22,08:40:00,08:41:00,4432,9,9,0,0,,1
0-22,08:40:00,08:41:00,2234,10,10,0,0,,1
0-22,08:40:00,08:41:00,0034,11,11,0,0,,1
0-22,08:40:00,08:41:00,1134,12,12,0,0,,1
0-23,08:50:00,08:51:00,1156,0,0,0,0,,1
0-23,08:50:00,08:51:00,330,1,1,0,0,,1
0-23,08:50:00,08:51:00,000,2,2,0,0,,1
0-23,08:50:00,08:51:00,110,3,3,0,0,,1
0-23,08:50:00,08:51:00,3318,4,4,0,0,,1
0-23,08:50:00,08:51:00,0018,5,5,0,0,,1
0-23,08:50:00,08:51:00,4418,6,6,0,0,,1
0-23,08:50:00,08:51:00,2232,7,7,0,0,,1
0-23,08:50:00,08:51:00,0032,8,8,0,0,,1
0-23,08:50:00,08:51:00,4432,9,9,0,0,,1
0-23,08:50:00,08:51:00,2234,10,10,0,0,,1
0-23,08:50:00,08:51:00,0034,11,11,0,0,,1
0-23,08:50:00,08:51:00,1134,12,12,0,0,,1
0-24,09:00:00,09:01:00,1156,0,0,0,0,,1
0-24,09:00:00,09:01:00,330,1,1,0,0,,1
0-24,09:00:00,09:01:00,000,2,2,0,0,,1
0-24,09:00:00,09:01:00,110,3,3,0,0,,1
0-24,09:00:00,09:01:00,3318,4,4,0,0,,1
0-24,09:00:00,09:01:00,0018,5,5,0,0,,1
0-24,09:00:00,09:01:00,4418,6,6,0,0,,1
0-24,09:00:00,09:01:00,2232,7,7,0,0,,1
0-24,09:00:00,09:01:00,0032,8,8,0,0,,1
0-24,09:00:00,09:01:00,4432,9,9,0,0,,1
0-24,09:00:00,09:01:00,2234,10,10,0,0,,1
0-24,09:00:00,09:01:00,0034,11,11,0,0,,1
0-24,09:00:00,09:01:00,1134,12,12,0,0,,1
0-25,09:10:00,09:11:00,1156,0,0,0,0,,1
0-25,09:10:00,09:11:00,330,1,1,0,0,,1
0-25,09:10:00,09:11:00,000,2,2,0,0,,1
0-25,09:10:00,09:11:00,110,3,3,0,0,,1
0-25,09:10:00,09:11:00,3318,4,4,0,0,,1
0-25,09:10:00,09:11:00,0018,5,5,0,0,,1
0-25,09:10:00,09:11:00,4418,6,6,0,0,,1
0-25,09:10:00,09:11:00,2232,7,7,0,0,,1
0-25,09:10:00,09:11:00,0032,8,8,0,0,,1
0-25,09:10:00,09:11:00,4432,9,9,0,0,,1
0-25,09:10:00,09:11:00,2234,10,10,0,0,,1
0-25,09:10:00,09:11:00,0034,11,11,0,0,,1
0-25,09:10:00,09:11:00,1134,12,12,0,0,,1
0-26,09:20:00,09:21:00,1156,0,0,0,0,,1
0-26,09:20:00,09:21:00,330,1,1,0,0,,1
0-26,09:20:00,09:21:00,000,2,2,0,0,,1
0-26,09:20:00,09:21:00,110,3,3,0,0,,1
0-26,09:20:00,09:21:00,3318,4,4,0,0,,1
0-26,09:20:00,09:21:00,0018,5,5,0,0,,1
0-26,09:20:00,09:21:00,4418,6,6,0,0,,1
0-26,09:20:00,09:21:00,2232,7,7,0,0,,1
0-26,09:20:00,09:21:00,0032,8,8,0,0,,1
0-26,09:20:00,09:21:00,4432,9,9,0,0,,1
0-26,09:20:00,09:21:00,2234,10,10,0,0,,1
0-26,09:20:00,09:21:00,0034,11,11,0,0,,1
0-26,09:20:00,09:21:00,1134,12,12,0,0,,1
0-27,09:30:00,09:31:00,1156,0,0,0,0,,1
0-27,09:30:00,09:31:00,330,1,1,0,0,,1
0-27,09:30:00,09:31:00,000,2,2,0,0,,1
0-27,09:30:00,09:31:00,110,3,3,0,0,,1
0-27,09:30:00,09:31:00,3318,4,4,0,0,,1
0-27,09:30:00,09:31:00,0018,5,5,0,0,,1
0-27,09:30:00,09:31:00,4418,6,6,0,0,,1
0-27,09:30:00,09:31:00,2232,7,7,0,0,,1
0-27,09:30:00,09:31:00,0032,8,8,0,0,,1
0-27,09:30:00,09:31:00,4432,9,9,0,0,,1
0-27,09:30:00,09:31:00,2234,10,10,0,0,,1
0-27,09:30:00,09:31:00,0034,11,11,0,0,,1
0-27,09:30:00,09:31:00,1134,12,12,0,0,,1
0-28,09:40:00,09:41:00,1156,0,0,0,0,,1
0-28,09:40:00,09:41:00,330,1,1,0,0,,1
0-28,09:40:00,09:41:00,000,2,2,0,0,,1
0-28,09:40:00,09:41:00,110,3,3,0,0,,1
0-28,09:40:00,09:41:00,3318,4,4,0,0,,1
0-28,09:40:00,09:41:00,0018,5,5,0,0,,1
0-28,09:40:00,09:41:00,4418,6,6,0,0,,1
0-28,09:40:00,09:41:00,2232,7,7,0,0,,1
0-28,09:40:00,09:41:00,0032,8,8,0,0,,1
0-28,09:40:00,09:41:00,4432,9,9,0,0,,1
0-28,09:40:00,09:41:00,2234,10,10,0,0,,1
0-28,09:40:00,09:41:00,0034,11,11,0,0,,1
0-28,09:40:00,09:41:00,1134,12,12,0,0,,1
0-29,09:50:00,09:51:00,1156,0,0,0,0,,1
0-29,09:50:00,09:51:00,330,1,1,0,0,,1
0-29,09:50:00,09:51:00,000,2,2,0,0,,1
0-29,09:50:00,09:51:00,110,3,3,0,0,,1
0-29,09:50:00,09:51:00,3318,4,4,0,0,,1
0-29,09:50:00,09:51:00,0018,5,5,0,0,,1
0-29,09:50:00,09:51:00,4418,6,6,0,0,,1
0-29,09:50:00,09:51:00,2232,7,7,0,0,,1
0-29,09:50:00,09:51:00,0032,8,8,0,0,,1
0-29,09:50:00,09:51:00,4432,9,9,0,0,,1
0-29,09:50:00,09:51:00,2234,10,10,0,0,,1
0-29,09:50:00,09:51:00,0034,11,11,0,0,,1
0-29,09:50:00,09:51:00,1134,12,12,0,0,,1
0-30,10:00:00,10:01:00,1156,0,0,0,0,,1
0-30,10:00:00,10:01:00,330,1,1,0,0,,1
0-30,10:00:00,10:01:00,000,2,2,0,0,,1
0-30,10:00:00,10:01:00,110,3,3,0,0,,1
0-30,10:00:00,10:01:00,3318,4,4,0,0,,1
0-30,10:00:00,10:01:00,0018,5,5,0,0,,1
0-30,10:00:00,10:01:00,4418,6,6,0,0,,1
0-30,10:00:00,10:01:00,2232,7,7,0,0,,1
0-30,10:00:00,10:01:00,0032,8,8,0,0,,1
0-30,10:00:00,10:01:00,4432,9,9,0,0,,1
0-30,10:00:00,10:01:00,2234,10,10,0,0,,1
0-30,10:00:00,10:01:00,0034,11,11,0,0,,1
0-30,10:00:00,10:01:00,1134,12,12,0,0,,1
0-31,10:10:00,10:11:00,1156,0,0,0,0,,1
0-31,10:10:00,10:11:00,330,1,1,0,0,,1
0-31,10:10:00,10:11:00,000,2,2,0,0,,1
0-31,10:10:00,10:11:00,110,3,3,0,0,,1
0-31,10:10:00,10:11:00,3318,4,4,0,0,,1
0-31,10:10:00,10:11:00,0018,5,5,0,0,,1
0-31,10:10:00,10:11:00,4418,6,6,0,0,,1
0-31,10:10:00,10:11:00,2232,7,7,0,0,,1
0-31,10:10:00,10:11:00,0032,8,8,0,0,,1
0-31,10:10:00,10:11:00,4432,9,9,0,0,,1
0-31,10:10:00,10:11:00,2234,10,10,0,0,,1
0-31,10:10:00,10:11:00,0034,11,11,0,0,,1
0-31,10:10:00,10:11:00,1134,12,12,0,0,,1
0-32,10:20:00,10:21:00,1156,0,0,0,0,,1
0-32,10:20:00,10:21:00,330,1,1,0,0,,1
0-32,10:20:00,10:21:00,000,2,2,0,0,,1
0-32,10:20:00,10:21:00,110,3,3,0,0,,1
0-32,10:20:00,10:21:00,3318,4,4,0,0,,1
0-32,10:20:00,10:21:00,0018,5,5,0,0,,1
0-32,10:20:00,10:21:00,4418,6,6,0,0,,1
0-32,10:20:00,10:21:00,2232,7,7,0,0,,1
0-32,10:20:00,10:21:00,0032,8,8,0,0,,1
0-32,10:20:00,10:21:00,4432,9,9,0,0,,1
0-32,10:20:00,10:21:00,2234,10,10,0,0,,1
0-32,10:20:00,10:21:00,0034,11,11,0,0,,1
0-32,10:20:00,10:21:00,1134,12,12,0,0,,1
0-33,10:30:00,10:31:00,1156,0,0,0,0,,1
0-33,10:30:00,10:31:00,330,1,1,0,0,,1
0-33,10:30:00,10:31:00,000,2,2,0,0,,1
0-33,10:30:00,10:31:00,110,3,3,0,0,,1
0-33,10:30:00,10:31:00,3318,4,4,0,0,,1
0-33,10:30:00,10:31:00,0018,5,5,0,0,,1
0-33,10:30:00,10:31:00,4418,6,6,0,0,,1
0-33,10:30:00,10:31:00,2232,7,7,0,0,,1
0-33,10:30:00,10:31:00,0032,8,8,0,0,,1
0-33,10:30:00,10:31:00,4432,9,9,0,0,,1
0-33,10:30:00,10:31:00,2234,10,10,0,0,,1
0-33,10:30:00,10:31:00,0034,11,11,0,0,,1
0-33,10:30:00,10:31:00,1134,12,12,0,0,,1
0-34,10:40:00,10:41:00,1156,0,0,0,0,,1
0-34,10:40:00,10:41:00,330,1,1,0,0,,1
0-34,10:40:00,10:41:00,000,2,2,0,0,,1
0-34,10:40:00,10:41:00,110,3,3,0,0,,1
0-34,10:40:00,10:41:00,3318,4,4,0,0,,1
0-34,10:40:00,10:41:00,0018,5,5,0,0,,1
0-34,10:40:00,10:41:00,4418,6,6,0,0,,1
0-34,10:40:00,10:41:00,2232,7,7,0,0,,1
0-34,10:40:00,10:41:00,0032,8,8,0,0,,1
0-34,10:40:00,10:41:00,4432,9,9,0,0,,1
0-34,10:40:00,10:41:00,2234,10,10,0,0,,1
0-34,10:40:00,10:41:00,0034,11,11,0,0,,1
0-34,10:40:00,10:41:00,1134,12,12,0,0,,1
0-35,10:50:00,10:51:00,1156,0,0,0,0,,1
0-35,10:50:00,10:51:00,330,1,1,0,0,,1
0-35,10:50:00,10:51:00,000,2,2,0,0,,1
0-35,10:50:00,10:51:00,110,3,3,0,0,,1
0-35,10:50:00,10:51:00,3318,4,4,0,0,,1
0-35,10:50:00,10:51:00,0018,5,5,0,0,,1
0-35,10:50:00,10:51:00,4418,6,6,0,0,,1
0-35,10:50:00,10:51:00,2232,7,7,0,0,,1
0-35,10:50:00,10:51:00,0032,8,8,0,0,,1
0-35,10:50:00,10:51:00,4432,9,9,0,0,,1
0-35,10:50:00,10:51:00,2234,10,10,0,0,,1
