trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint
0-9,17:27:00,17:27:30,16_east,18,18,0,0,,1
0-9,17:28:30,17:29:00,16_east--19_south,19,19,0,0,,1
0-9,17:30:00,17:30:30,19_south,20,20,0,0,,1
0-10,18:00:00,18:00:30,26_centre,0,0,0,0,,1
0-10,18:01:30,18:02:00,26_centre--26_south,1,1,0,0,,1
0-10,18:03:00,18:03:30,26_south,2,2,0,0,,1
0-10,18:04:30,18:05:00,26_south--24_west,3,3,0,0,,1
0-10,18:06:00,18:06:30,24_west,4,4,0,0,,1
0-10,18:07:30,18:08:00,24_west--0_south,5,5,0,0,,1
0-10,18:09:00,18:09:30,0_south,6,6,0,0,,1
0-10,18:10:30,18:11:00,0_south--0_centre,7,7,0,0,,1
0-10,18:12:00,18:12:30,0_centre,8,8,0,0,,1
0-10,18:13:30,18:14:00,0_centre--0_north,9,9,0,0,,1
0-10,18:15:00,18:15:30,0_north,10,10,0,0,,1
0-10,18:16:30,18:17:00,0_north--15_west,11,11,0,0,,1
0-10,18:18:00,18:18:30,15_west,12,12,0,0,,1
0-10,18:19:30,18:20:00,15_west--15_centre,13,13,0,0,,1
0-10,18:21:00,18:21:30,15_centre,14,14,0,0,,1
0-10,18:22:30,18:23:00,15_centre--15_south,15,15,0,0,,1
0-10,18:24:00,18:24:30,15_south,16,16,0,0,,1
0-10,18:25:30,18:26:00,15_south--16_east,17,17,0,0,,1
0-10,18:27:00,18:27:30,16_east,18,18,0,0,,1
0-10,18:28:30,18:29:00,16_east--19_south,19,19,0,0,,1
0-10,18:30:00,18:30:30,19_south,20,20,0,0,,1
0-11,19:00:00,19:00:30,26_centre,0,0,0,0,,1
0-11,19:01:30,19:02:00,26_centre--26_south,1,1,0,0,,1
0-11,19:03:00,19:03:30,26_south,2,2,0,0,,1
0-11,19:04:30,19:05:00,26_south--24_west,3,3,0,0,,1
0-11,19:06:00,19:06:30,24_west,4,4,0,0,,1
0-11,19:07:30,19:08:00,24_west--0_south,5,5,0,0,,1
0-11,19:09:00,19:09:30,0_south,6,6,0,0,,1
0-11,19:10:30,19:11:00,0_south--0_centre,7,7,0,0,,1
0-11,19:12:00,19:12:30,0_centre,8,8,0,0,,1
0-11,19:13:30,19:14:00,0_centre--0_north,9,9,0,0,,1
0-11,19:15:00,19:15:30,0_north,10,10,0,0,,1
0-11,19:16:30,19:17:00,0_north--15_west,11,11,0,0,,1
0-11,19:18:00,19:18:30,15_west,12,12,0,0,,1
0-11,19:19:30,19:20:00,15_west--15_centre,13,13,0,0,,1
0-11,19:21:00,19:21:30,15_centre,14,14,0,0,,1
0-11,19:22:30,19:23:00,15_centre--15_south,15,15,0,0,,1
0-11,19:24:00,19:24:30,15_south,16,16,0,0,,1
0-11,19:25:30,19:26:00,15_south--16_east,17,17,0,0,,1
0-11,19:27:00,19:27:30,16_east,18,18,0,0,,1
0-11,19:28:30,19:29:00,16_east--19_south,19,19,0,0,,1
0-11,19:30:00,19:30:30,19_south,20,20,0,0,,1
0-12,20:00:00,20:00:30,26_centre,0,0,0,0,,1
0-12,20:01:30,20:02:00,26_centre--26_south,1,1,0,0,,1
0-12,20:03:00,20:03:30,26_south,2,2,0,0,,1
0-12,20:04:30,20:05:00,26_south--24_west,3,3,0,0,,1
0-12,20:06:00,20:06:30,24_west,4,4,0,0,,1
0-12,20:07:30,20:08:00,24_west--0_south,5,5,0,0,,1
0-12,20:09:00,20:09:30,0_south,6,6,0,0,,1
0-12,20:10:30,20:11:00,0_south--0_centre,7,7,0,0,,1
0-12,20:12:00,20:12:30,0_centre,8,8,0,0,,1
0-12,20:13:30,20:14:00,0_centre--0_north,9,9,0,0,,1
0-12,20:15:00,20:15:30,0_north,10,10,0,0,,1
0-12,20:16:30,20:17:00,0_north--15_west,11,11,0,0,,1
0-12,20:18:00,20:18:30,15_west,12,12,0,0,,1
0-12,20:19:30,20:20:00,15_west--15_centre,13,13,0,0,,1
0-12,20:21:00,20:21:30,15_centre,14,14,0,0,,1
0-12,20:22:30,20:23:00,15_centre--15_south,15,15,0,0,,1
0-12,20:24:00,20:24:30,15_south,16,16,0,0,,1
0-12,20:25:30,20:26:00,15_south--16_east,17,17,0,0,,1
0-12,20:27:00,20:27:30,16_east,18,18,0,0,,1
0-12,20:28:30,20:29:00,16_east--19_south,19,19,0,0,,1
0-12,20:30:00,20:30:30,19_south,20,20,0,0,,1
0-13,21:00:00,21:00:30,26_centre,0,0,0,0,,1
0-13,21:01:30,21:02:00,26_centre--26_south,1,1,0,0,,1
0-13,21:03:00,21:03:30,26_south,2,2,0,0,,1
0-13,21:04:30,21:05:00,26_south--24_west,3,3,0,0,,1
0-13,21:06:00,21:06:30,24_west,4,4,0,0,,1
0-13,21:07:30,21:08:00,24_west--0_south,5,5,0,0,,1
0-13,21:09:00,21:09:30,0_south,6,6,0,0,,1
0-13,21:10:30,21:11:00,0_south--0_centre,7,7,0,0,,1
0-13,21:12:00,21:12:30,0_centre,8,8,0,0,,1
0-13,21:13:30,21:14:00,0_centre--0_north,9,9,0,0,,1
0-13,21:15:00,21:15:30,0_north,10,10,0,0,,1
0-13,21:16:30,21:17:00,0_north--15_west,11,11,0,0,,1
0-13,21:18:00,21:18:30,15_west,12,12,0,0,,1
0-13,21:19:30,21:20:00,15_west--15_centre,13,13,0,0,,1
0-13,21:21:00,21:21:30,15_centre,14,14,0,0,,1
0-13,21:22:30,21:23:00,15_centre--15_south,15,15,0,0,,1
0-13,21:24:00,21:24:30,15_south,16,16,0,0,,1
0-13,21:25:30,21:26:00,15_south--16_east,17,17,0,0,,1
0-13,21:27:00,21:27:30,16_east,18,18,0,0,,1
0-13,21:28:30,21:29:00,16_east--19_south,19,19,0,0,,1
0-13,21:30:00,21:30:30,19_south,20,20,0,0,,1
0-14,22:00:00,22:00:30,26_centre,0,0,0,0,,1
0-14,22:01:30,22:02:00,26_centre--26_south,1,1,0,0,,1
0-14,22:03:00,22:03:30,26_south,2,2,0,0,,1
0-14,22:04:30,22:05:00,26_south--24_west,3,3,0,0,,1
0-14,22:06:00,22:06:30,24_west,4,4,0,0,,1
0-14,22:07:30,22:08:00,24_west--0_south,5,5,0,0,,1
0-14,22:09:00,22:09:30,0_south,6,6,0,0,,1
0-14,22:10:30,22:11:00,0_south--0_centre,7,7,0,0,,1
0-14,22:12:00,22:12:30,0_centre,8,8,0,0,,1
0-14,22:13:30,22:14:00,0_centre--0_north,9,9,0,0,,1
0-14,22:15:00,22:15:30,0_north,10,10,0,0,,1
0-14,22:16:30,22:17:00,0_north--15_west,11,11,0,0,,1
0-14,22:18:00,22:18:30,15_west,12,12,0,0,,1
0-14,22:19:30,22:20:00,15_west--15_centre,13,13,0,0,,1
0-14,22:21:00,22:21:30,15_centre,14,14,0,0,,1
0-14,22:22:30,22:23:00,15_centre--15_south,15,15,0,0,,1
0-14,22:24:00,22:24:30,15_south,16,16,0,0,,1
0-14,22:25:30,22:26:00,15_south--16_east,17,17,0,0,,1
0-14,22:27:00,22:27:30,16_east,18,18,0,0,,1
0-14,22:28:30,22:29:00,16_east--19_south,19,19,0,0,,1
0-14,22:30:00,22:30:30,19_south,20,20,0,0,,1
0-15,23:00:00,23:00:30,26_centre,0,0,0,0,,1
0-15,23:01:30,23:02:00,26_centre--26_south,1,1,0,0,,1
0-15,23:03:00,23:03:30,26_south,2,2,0,0,,1
0-15,23:04:30,23:05:00,26_south--24_west,3,3,0,0,,1
0-15,23:06:00,23:06:30,24_west,4,4,0,0,,1
0-15,23:07:30,23:08:00,24_west--0_south,5,5,0,0,,1
0-15,23:09:00,23:09:30,0_south,6,6,0,0,,1
0-15,23:10:30,23:11:00,0_south--0_centre,7,7,0,0,,1
0-15,23:12:00,23:12:30,0_centre,8,8,0,0,,1
0-15,23:13:30,23:14:00,0_centre--0_north,9,9,0,0,,1
0-15,23:15:00,23:15:30,0_north,10,10,0,0,,1
0-15,23:16:30,23:17:00,0_north--15_west,11,11,0,0,,1
0-15,23:18:00,23:18:30,15_west,12,12,0,0,,1
0-15,23:19:30,23:20:00,15_west--15_centre,13,13,0,0,,1
0-15,23:21:00,23:21:30,15_centre,14,14,0,0,,1
0-15,23:22:30,23:23:00,15_centre--15_south,15,15,0,0,,1
0-15,23:24:00,23:24:30,15_south,16,16,0,0,,1
0-15,23:25:30,23:26:00,15_south--16_east,17,17,0,0,,1
0-15,23:27:00,23:27:30,16_east,18,18,0,0,,1
0-15,23:28:30,23:29:00,16_east--19_south,19,19,0,0,,1
0-15,23:30:00,23:30:30,19_south,20,20,0,0,,1
