trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint
0-20,08:20:00,08:21:00,33108,5,5,0,0,,1
0-20,08:20:00,08:21:00,00108,6,6,0,0,,1
0-20,08:20:00,08:21:00,44108,7,7,0,0,,1
0-20,08:20:00,08:21:00,11109,8,8,0,0,,1
0-20,08:20:00,08:21:00,00109,9,9,0,0,,1
0-20,08:20:00,08:21:00,44109,10,10,0,0,,1
0-21,08:30:00,08:31:00,0092,0,0,0,0,,1
0-21,08:30:00,08:31:00,4492,1,1,0,0,,1
0-21,08:30:00,08:31:00,22102,2,2,0,0,,1
0-21,08:30:00,08:31:00,00102,3,3,0,0,,1
0-21,08:30:00,08:31:00,11102,4,4,0,0,,1
0-21,08:30:00,08:31:00,33108,5,5,0,0,,1
0-21,08:30:00,08:31:00,00108,6,6,0,0,,1
0-21,08:30:00,08:31:00,44108,7,7,0,0,,1
0-21,08:30:00,08:31:00,11109,8,8,0,0,,1
0-21,08:30:00,08:31:00,00109,9,9,0,0,,1
0-21,08:30:00,08:31:00,44109,10,10,0,0,,1
0-22,08:40:00,08:41:00,0092,0,0,0,0,,1
0-22,08:40:00,08:41:00,4492,1,1,0,0,,1
0-22,08:40:00,08:41:00,22102,2,2,0,0,,1
0-22,08:40:00,08:41:00,00102,3,3,0,0,,1
0-22,08:40:00,08:41:00,11102,4,4,0,0,,1
0-22,08:40:00,08:41:00,33108,5,5,0,0,,1
0-22,08:40:00,08:41:00,00108,6,6,0,0,,1
0-22,08:40:00,08:41:00,44108,7,7,0,0,,1
0-22,08:40:00,08:41:00,11109,8,8,0,0,,1
0-22,08:40:00,08:41:00,00109,9,9,0,0,,1
0-22,08:40:00,08:41:00,44109,10,10,0,0,,1
0-23,08:50:00,08:51:00,0092,0,0,0,0,,1
0-23,08:50:00,08:51:00,4492,1,1,0,0,,1
0-23,08:50:00,08:51:00,22102,2,2,0,0,,1
0-23,08:50:00,08:51:00,00102,3,3,0,0,,1
0-23,08:50:00,08:51:00,11102,4,4,0,0,,1
0-23,08:50:00,08:51:00,33108,5,5,0,0,,1
0-23,08:50:00,08:51:00,00108,6,6,0,0,,1
0-23,08:50:00,08:51:00,44108,7,7,0,0,,1
0-23,08:50:00,08:51:00,11109,8,8,0,0,,1
0-23,08:50:00,08:51:00,00109,9,9,0,0,,1
0-23,08:50:00,08:51:00,44109,10,10,0,0,,1
0-24,09:00:00,09:01:00,0092,0,0,0,0,,1
0-24,09:00:00,09:01:00,4492,1,1,0,0,,1
0-24,09:00:00,09:01:00,22102,2,2,0,0,,1
0-24,09:00:00,09:01:00,00102,3,3,0,0,,1
0-24,09:00:00,09:01:00,11102,4,4,0,0,,1
0-24,09:00:00,09:01:00,33108,5,5,0,0,,1
0-24,09:00:00,09:01:00,00108,6,6,0,0,,1
0-24,09:00:00,09:01:00,44108,7,7,0,0,,1
0-24,09:00:00,09:01:00,11109,8,8,0,0,,1
0-24,09:00:00,09:01:00,00109,9,9,0,0,,1
0-24,09:00:00,09:01:00,44109,10,10,0,0,,1
0-25,09:10:00,09:11:00,0092,0,0,0,0,,1
0-25,09:10:00,09:11:00,4492,1,1,0,0,,1
0-25,09:10:00,09:11:00,22102,2,2,0,0,,1
0-25,09:10:00,09:11:00,00102,3,3,0,0,,1
0-25,09:10:00,09:11:00,11102,4,4,0,0,,1
0-25,09:10:00,09:11:00,33108,5,5,0,0,,1
0-25,09:10:00,09:11:00,00108,6,6,0,0,,1
0-25,09:10:00,09:11:00,44108,7,7,0,0,,1
0-25,09:10:00,09:11:00,11109,8,8,0,0,,1
0-25,09:10:00,09:11:00,00109,9,9,0,0,,1
0-25,09:10:00,09:11:00,44109,10,10,0,0,,1
0-26,09:20:00,09:21:00,0092,0,0,0,0,,1
0-26,09:20:00,09:21:00,4492,1,1,0,0,,1
0-26,09:20:00,09:21:00,22102,2,2,0,0,,1
0-26,09:20:00,09:21:00,00102,3,3,0,0,,1
0-26,09:20:00,09:21:00,11102,4,4,0,0,,1
0-26,09:20:00,09:21:00,33108,5,5,0,0,,1
0-26,09:20:00,09:21:00,00108,6,6,0,0,,1
0-26,09:20:00,09:21:00,44108,7,7,0,0,,1
0-26,09:20:00,09:21:00,11109,8,8,0,0,,1
0-26,09:20:00,09:21:00,00109,9,9,0,0,,1
0-26,09:20:00,09:21:00,44109,10,10,0,0,,1
0-27,09:30:00,09:31:00,0092,0,0,0,0,,1
0-27,09:30:00,09:31:00,4492,1,1,0,0,,1
0-27,09:30:00,09:31:00,22102,2,2,0,0,,1
0-27,09:30:00,09:31:00,00102,3,3,0,0,,1
0-27,09:30:00,09:31:00,11102,4,4,0,0,,1
0-27,09:30:00,09:31:00,33108,5,5,0,0,,1
0-27,09:30:00,09:31:00,00108,6,6,0,0,,1
0-27,09:30:00,09:31:00,44108,7,7,0,0,,1
0-27,09:30:00,09:31:00,11109,8,8,0,0,,1
0-27,09:30:00,09:31:00,00109,9,9,0,0,,1
0-27,09:30:00,09:31:00,44109,10,10,0,0,,1
0-28,09:40:00,09:41:00,0092,0,0,0,0,,1
0-28,09:40:00,09:41:00,4492,1,1,0,0,,1
0-28,09:40:00,09:41:00,22102,2,2,0,0,,1
0-28,09:40:00,09:41:00,00102,3,3,0,0,,1
0-28,09:40:00,09:41:00,11102,4,4,0,0,,1
0-28,09:40:00,09:41:00,33108,5,5,0,0,,1
0-28,09:40:00,09:41:00,00108,6,6,0,0,,1
0-28,09:40:00,09:41:00,44108,7,7,0,0,,1
0-28,09:40:00,09:41:00,11109,8,8,0,0,,1
0-28,09:40:00,09:41:00,00109,9,9,0,0,,1
0-28,09:40:00,09:41:00,44109,10,10,0,0,,1
0-29,09:50:00,09:51:00,0092,0,0,0,0,,1
0-29,09:50:00,09:51:00,4492,1,1,0,0,,1
0-29,09:50:00,09:51:00,22102,2,2,0,0,,1
0-29,09:50:00,09:51:00,00102,3,3,0,0,,1
0-29,09:50:00,09:51:00,11102,4,4,0,0,,1
0-29,09:50:00,09:51:00,33108,5,5,0,0,,1
0-29,09:50:00,09:51:00,00108,6,6,0,0,,1
0-29,09:50:00,09:51:00,44108,7,7,0,0,,1
0-29,09:50:00,09:51:00,11109,8,8,0,0,,1
0-29,09:50:00,09:51:00,00109,9,9,0,0,,1
0-29,09:50:00,09:51:00,44109,10,10,0,0,,1
0-30,10:00:00,10:01:00,0092,0,0,0,0,,1
0-30,10:00:00,10:01:00,4492,1,1,0,0,,1
0-30,10:00:00,10:01:00,22102,2,2,0,0,,1
0-30,10:00:00,10:01:00,00102,3,3,0,0,,1
0-30,10:00:00,10:01:00,11102,4,4,0,0,,1
0-30,10:00:00,10:01:00,33108,5,5,0,0,,1
0-30,10:00:00,10:01:00,00108,6,6,0,0,,1
0-30,10:00:00,10:01:00,44108,7,7,0,0,,1
0-30,10:00:00,10:01:00,11109,8,8,0,0,,1
0-30,10:00:00,10:01:00,00109,9,9,0,0,,1
0-30,10:00:00,10:01:00,44109,10,10,0,0,,1
0-31,10:10:00,10:11:00,0092,0,0,0,0,,1
0-31,10:10:00,10:11:00,4492,1,1,0,0,,1
0-31,10:10:00,10:11:00,22102,2,2,0,0,,1
0-31,10:10:00,10:11:00,00102,3,3,0,0,,1
0-31,10:10:00,10:11:00,11102,4,4,0,0,,1
0-31,10:10:00,10:11:00,33108,5,5,0,0,,1
0-31,10:10:00,10:11:00,00108,6,6,0,0,,1
0-31,10:10:00,10:11:00,44108,7,7,0,0,,1
0-31,10:10:00,10:11:00,11109,8,8,0,0,,1
0-31,10:10:00,10:11:00,00109,9,9,0,0,,1
0-31,10:10:00,10:11:00,44109,10,10,0,0,,1
0-32,10:20:00,10:21:00,0092,0,0,0,0,,1
0-32,10:20:00,10:21:00,4492,1,1,0,0,,1
0-32,10:20:00,10:21:00,22102,2,2,0,0,,1
0-32,10:20:00,10:21:00,00102,3,3,0,0,,1
0-32,10:20:00,10:21:00,11102,4,4,0,0,,1
0-32,10:20:00,10:21:00,33108,5,5,0,0,,1
0-32,10:20:00,10:21:00,00108,6,6,0,0,,1
0-32,10:20:00,10:21:00,44108,7,7,0,0,,1
0-32,10:20:00,10:21:00,11109,8,8,0,0,,1
0-32,10:20:00,10:21:00,00109,9,9,0,0,,1
0-32,10:20:00,10:21:00,44109,10,10,0,0,,1
0-33,10:30:00,10:31:00,0092,0,0,0,0,,1
0-33,10:30:00,10:31:00,4492,1,1,0,0,,1
0-33,10:30:00,10:31:00,22102,2,2,0,0,,1
0-33,10:30:00,10:31:00,00102,3,3,0,0,,1
0-33,10:30:00,10:31:00,11102,4,4,0,0,,1
0-33,10:30:00,10:31:00,33108,5,5,0,0,,1
0-33,10:30:00,10:31:00,00108,6,6,0,0,,1
0-33,10:30:00,10:31:00,44108,7,7,0,0,,1
0-33,10:30:00,10:31:00,11109,8,8,0,0,,1
0-33,10:30:00,10:31:00,00109,9,9,0,0,,1
0-33,10:30:00,10:31:00,44109,10,10,0,0,,1
0-34,10:40:00,10:41:00,0092,0,0,0,0,,1
0-34,10:40:00,10:41:00,4492,1,1,0,0,,1
0-34,10:40:00,10:41:00,22102,2,2,0,0,,1
0-34,10:40:00,10:41:00,00102,3,3,0,0,,1
0-34,10:40:00,10:41:00,11102,4,4,0,0,,1
0-34,10:40:00,10:41:00,33108,5,5,0,0,,1
0-34,10:40:00,10:41:00,00108,6,6,0,0,,1
0-34,10:40:00,10:41:00,44108,7,7,0,0,,1
0-34,10:40:00,10:41:00,11109,8,8,0,0,,1
0-34,10:40:00,10:41:00,00109,9,9,0,0,,1
0-34,10:40:00,10:41:00,44109,10,10,0,0,,1
0-35,10:50:00,10:51:00,0092,0,0,0,0,,1
0-35,10:50:00,10:51:00,4492,1,1,0,0,,1
0-35,10:50:00,10:51:00,22102,2,2,0,0,,1
0-35,10:50:00,10:51:00,00102,3,3,0,0,,1
0-35,10:50:00,10:51:00,11102,4,4,0,0,,1
0-35,10:50:00,10:51:00,33108,5,5,0,0,,1
0-35,10:50:00,10:51:00,00108,6,6,0,0,,1
0-35,10:50:00,10:51:00,44108,7,7,0,0,,1
0-35,10:50:00,10:51:00,11109,8,8,0,0,,1
0-35,10:50:00,10:51:00,00109,9,9,0,0,,1
0-35,10:50:00,10:51:00,44109,10,10,0,0,,1
0-36,11:00:00,11:01:00,0092,0,0,0,0,,1
0-36,11:00:00,11:01:00,4492,1,1,0,0,,1
0-36,11:00:00,11:01:00,22102,2,2,0,0,,1
0-36,11:00:00,11:01:00,00102,3,3,0,0,,1
0-36,11:00:00,11:01:00,11102,4,4,0,0,,1
0-36,11:00:00,11:01:00,33108,5,5,0,0,,1
0-36,11:00:00,11:01:00,00108,6,6,0,0,,1
0-36,11:00:00,11:01:00,44108,7,7,0,0,,1
0-36,11:00:00,11:01:00,11109,8,8,0,0,,1
0-36,11:00:00,11:01:00,00109,9,9,0,0,,1
0-36,11:00:00,11:01:00,44109,10,10,0,0,,1
0-37,11:10:00,11:11:00,0092,0,0,0,0,,1
0-37,11:10:00,11:11:00,4492,1,1,0,0,,1
0-37,11:10:00,11:11:00,22102,2,2,0,0,,1
0-37,11:10:00,11:11:00,00102,3,3,0,0,,1
0-37,11:10:00,11:11:00,11102,4,4,0,0,,1
0-37,11:10:00,11:11:00,33108,5,5,0,0,,1
0-37,11:10:00,11:11:00,00108,6,6,0,0,,1
0-37,11:10:00,11:11:00,44108,7,7,0,0,,1
0-37,11:10:00,11:11:00,11109,8,8,0,0,,1
0-37,11:10:00,11:11:00,00109,9,9,0,0,,1
0-37,11:10:00,11:11:00,44109,10,10,0,0,,1
0-38,11:20:00,11:21:00,0092,0,0,0,0,,1
0-38,11:20:00,11:21:00,4492,1,1,0,0,,1
0-38,11:20:00,11:21:00,22102,2,2,0,0,,1
0-38,11:20:00,11:21:00,00102,3,3,0,0,,1
0-38,11:20:00,11:21:00,11102,4,4,0,0,,1
0-38,11:20:00,11:21:00,33108,5,5,0,0,,1
0-38,11:20:00,11:21:00,00108,6,6,0,0,,1
0-38,11:20:00,11:21:00,44108,7,7,0,0,,1
0-38,11:20:00,11:21:00,11109,8,8,0,0,,1
0-38,11:20:00,11:21:00,00109,9,9,0,0,,1
0-38,11:20:00,11:21:00,44109,10,10,0,0,,1
0-39,11:30:00,11:31:00,0092,0,0,0,0,,1
0-39,11:30:00,11:31:00,4492,1,1,0,0,,1
0-39,11:30:00,11:31:00,22102,2,2,0,0,,1
0-39,11:30:00,11:31:00,00102,3,3,0,0,,1
0-39,11:30:00,11:31:00,11102,4,4,0,0,,1
0-39,11:30:00,11:31:00,33108,5,5,0,0,,1
0-39,11:30:00,11:31:00,00108,6,6,0,0,,1
0-39,11:30:00,11:31:00,44108,7,7,0,0,,1
0-39,11:30:00,11:31:00,11109,8,8,0,0,,1
0-39,11:30:00,11:31:00,00109,9,9,0,0,,1
0-39,11:30:00,11:31:00,44109,10,10,0,0,,1
0-40,11:40:00,11:41:00,0092,0,0,0,0,,1
0-40,11:40:00,11:41:00,4492,1,1,0,0,,1
0-40,11:40:00,11:41:00,22102,2,2,0,0,,1
0-40,11:40:00,11:41:00,00102,3,3,0,0,,1
0-40,11:40:00,11:41:00,11102,4,4,0,0,,1
0-40,11:40:00,11:41:00,33108,5,5,0,0,,1
0-40,11:40:00,11:41:00,00108,6,6,0,0,,1
0-40,11:40:00,11:41:00,44108,7,7,0,0,,1
0-40,11:40:00,11:41:00,11109,8,8,0,0,,1
0-40,11:40:00,11:41:00,00109,9,9,0,0,,1
0-40,11:40:00,11:41:00,44109,10,10,0,0,,1
0-41,11:50:00,11:51:00,0092,0,0,0,0,,1
0-41,11:50:00,11:51:00,4492,1,1,0,0,,1
0-41,11:50:00,11:51:00,22102,2,2,0,0,,1
0-41,11:50:00,11:51:00,00102,3,3,0,0,,1
0-41,11:50:00,11:51:00,11102,4,4,0,0,,1
0-41,11:50:00,11:51:00,33108,5,5,0,0,,1
0-41,11:50:00,11:51:00,00108,6,6,0,0,,1
0-41,11:50:00,11:51:00,44108,7,7,0,0,,1
0-41,11:50:00,11:51:00,11109,8,8,0,0,,1
0-41,11:50:00,11:51:00,00109,9,9,0,0,,1
0-41,11:50:00,11:51:00,44109,10,10,0,0,,1
