route_id,service_id,trip_id,trip_headsign,block_id,wheelchair_accessible,trip_direction_name,exceptional
0,0,0-60,0-60,0-60,NA,NA,NA
0,0,0-61,0-61,0-61,NA,NA,NA
0,0,0-62,0-62,0-62,NA,NA,NA
0,0,0-63,0-63,0-63,NA,NA,NA
0,0,0-64,0-64,0-64,NA,NA,NA
0,0,0-65,0-65,0-65,NA,NA,NA
0,0,0-66,0-66,0-66,NA,NA,NA
0,0,0-67,0-67,0-67,NA,NA,NA
0,0,0-68,0-68,0-68,NA,NA,NA
0,0,0-69,0-69,0-69,NA,NA,NA
0,0,0-70,0-70,0-70,NA,NA,NA
0,0,0-71,0-71,0-71,NA,NA,NA
0,0,0-72,0-72,0-72,NA,NA,NA
0,0,0-73,0-73,0-73,NA,NA,NA
0,0,0-74,0-74,0-74,NA,NA,NA
0,0,0-75,0-75,0-75,NA,NA,NA
0,0,0-76,0-76,0-76,NA,NA,NA
0,0,0-77,0-77,0-77,NA,NA,NA
0,0,0-78,0-78,0-78,NA,NA,NA
0,0,0-79,0-79,0-79,NA,NA,NA
0,0,0-80,0-80,0-80,NA,NA,NA
0,0,0-81,0-81,0-81,NA,NA,NA
0,0,0-82,0-82,0-82,NA,NA,NA
0,0,0-83,0-83,0-83,NA,NA,NA
0,0,0-84,0-84,0-84,NA,NA,NA
0,0,0-85,0-85,0-85,NA,NA,NA
0,0,0-86,0-86,0-86,NA,NA,NA
0,0,0-87,0-87,0-87,NA,NA,NA
0,0,0-88,0-88,0-88,NA,NA,NA
0,0,0-89,0-89,0-89,NA,NA,NA
0,0,0-90,0-90,0-90,NA,NA,NA
0,0,0-91,0-91,0-91,NA,NA,NA
0,0,0-92,0-92,0-92,NA,NA,NA
0,0,0-93,0-93,0-93,NA,NA,NA
0,0,0-94,0-94,0-94,NA,NA,NA
0,0,0-95,0-95,0-95,NA,NA,NA
0,0,0-96,0-96,0-96,NA,NA,NA
0,0,0-97,0-97,0-97,NA,NA,NA
0,0,0-98,0-98,0-98,NA,NA,NA
0,0,0-99,0-99,0-99,NA,NA,NA
0,0,0-100,0-100,0-100,NA,NA,NA
0,0,0-101,0-101,0-101,NA,NA,NA
1,1,1-0,1-0,1-0,NA,NA,NA
1,1,1-1,1-1,1-1,NA,NA,NA
1,1,1-2,1-2,1-2,NA,NA,NA
1,1,1-3,1-3,1-3,NA,NA,NA
1,1,1-4,1-4,1-4,NA,NA,NA
1,1,1-5,1-5,1-5,NA,NA,NA
1,1,1-6,1-6,1-6,NA,NA,NA
1,1,1-7,1-7,1-7,NA,NA,NA
1,1,1-8,1-8,1-8,NA,NA,NA
1,1,1-9,1-9,1-9,NA,NA,NA
1,1,1-10,1-10,1-10,NA,NA,NA
1,1,1-11,1-11,1-11,NA,NA,NA
1,1,1-12,1-12,1-12,NA,NA,NA
1,1,1-13,1-13,1-13,NA,NA,NA
1,1,1-14,1-14,1-14,NA,NA,NA
1,1,1-15,1-15,1-15,NA,NA,NA
1,1,1-16,1-16,1-16,NA,NA,NA
1,1,1-17,1-17,1-17,NA,NA,NA
1,1,1-18,1-18,1-18,NA,NA,NA
1,1,1-19,1-19,1-19,NA,NA,NA
1,1,1-20,1-20,1-20,NA,NA,NA
1,1,1-21,1-21,1-21,NA,NA,NA
1,1,1-22,1-22,1-22,NA,NA,NA
1,1,1-23,1-23,1-23,NA,NA,NA
1,1,1-24,1-24,1-24,NA,NA,NA
1,1,1-25,1-25,1-25,NA,NA,NA
1,1,1-26,1-26,1-26,NA,NA,NA
1,1,1-27,1-27,1-27,NA,NA,NA
1,1,1-28,1-28,1-28,NA,NA,NA
1,1,1-29,1-29,1-29,NA,NA,NA
1,1,1-30,1-30,1-30,NA,NA,NA
1,1,1-31,1-31,1-31,NA,NA,NA
1,1,1-32,1-32,1-32,NA,NA,NA
1,1,1-33,1-33,1-33,NA,NA,NA
1,1,1-34,1-34,1-34,NA,NA,NA
1,1,1-35,1-35,1-35,NA,NA,NA
1,1,1-36,1-36,1-36,NA,NA,NA
1,1,1-37,1-37,1-37,NA,NA,NA
1,1,1-38,1-38,1-38,NA,NA,NA
1,1,1-39,1-39,1-39,NA,NA,NA
1,1,1-40,1-40,1-40,NA,NA,NA
1,1,1-41,1-41,1-41,NA,NA,NA
1,1,1-42,1-42,1-42,NA,NA,NA
1,1,1-43,1-43,1-43,NA,NA,NA
1,1,1-44,1-44,1-44,NA,NA,NA
1,1,1-45,1-45,1-45,NA,NA,NA
1,1,1-46,1-46,1-46,NA,NA,NA
1,1,1-47,1-47,1-47,NA,NA,NA
1,1,1-48,1-48,1-48,NA,NA,NA
1,1,1-49,1-49,1-49,NA,NA,NA
1,1,1-50,1-50,1-50,NA,NA,NA
1,1,1-51,1-51,1-51,NA,NA,NA
1,1,1-52,1-52,1-52,NA,NA,NA
1,1,1-53,1-53,1-53,NA,NA,NA
1,1,1-54,1-54,1-54,NA,NA,NA
1,1,1-55,1-55,1-55,NA,NA,NA
1,1,1-56,1-56,1-56,NA,NA,NA
1,1,1-57,1-57,1-57,NA,NA,NA
1,1,1-58,1-58,1-58,NA,NA,NA
1,1,1-59,1-59,1-59,NA,NA,NA
1,1,1-60,1-60,1-60,NA,NA,NA
1,1,1-61,1-61,1-61,NA,NA,NA
1,1,1-62,1-62,1-62,NA,NA,NA
1,1,1-63,1-63,1-63,NA,NA,NA
1,1,1-64,1-64,1-64,NA,NA,NA
1,1,1-65,1-65,1-65,NA,NA,NA
1,1,1-66,1-66,1-66,NA,NA,NA
1,1,1-67,1-67,1-67,NA,NA,NA
1,1,1-68,1-68,1-68,NA,NA,NA
1,1,1-69,1-69,1-69,NA,NA,NA
1,1,1-70,1-70,1-70,NA,NA,NA
1,1,1-71,1-71,1-71,NA,NA,NA
1,1,1-72,1-72,1-72,NA,NA,NA
1,1,1-73,1-73,1-73,NA,NA,NA
1,1,1-74,1-74,1-74,NA,NA,NA
1,1,1-75,1-75,1-75,NA,NA,NA
1,1,1-76,1-76,1-76,NA,NA,NA
1,1,1-77,1-77,1-77,NA,NA,NA
1,1,1-78,1-78,1-78,NA,NA,NA
1,1,1-79,1-79,1-79,NA,NA,NA
1,1,1-80,1-80,1-80,NA,NA,NA
1,1,1-81,1-81,1-81,NA,NA,NA
1,1,1-82,1-82,1-82,NA,NA,NA
1,1,1-83,1-83,1-83,NA,NA,NA
1,1,1-84,1-84,1-84,NA,NA,NA
1,1,1-85,1-85,1-85,NA,NA,NA
1,1,1-86,1-86,1-86,NA,NA,NA
1,1,1-87,1-87,1-87,NA,NA,NA
1,1,1-88,1-88,1-88,NA,NA,NA
1,1,1-89,1-89,1-89,NA,NA,NA
1,1,1-90,1-90,1-90,NA,NA,NA
1,1,1-91,1-91,1-91,NA,NA,NA
1,1,1-92,1-92,1-92,NA,NA,NA
1,1,1-93,1-93,1-93,NA,NA,NA
1,1,1-94,1-94,1-94,NA,NA,NA
1,1,1-95,1-95,1-95,NA,NA,NA
1,1,1-96,1-96,1-96,NA,NA,NA
1,1,1-97,1-97,1-97,NA,NA,NA
1,1,1-98,1-98,1-98,NA,NA,NA
1,1,1-99,1-99,1-99,NA,NA,NA
1,1,1-100,1-100,1-100,NA,NA,NA
1,1,1-101,1-101,1-101,NA,NA,NA
2,2,2-0,2-0,2-0,NA,NA,NA
2,2,2-1,2-1,2-1,NA,NA,NA
2,2,2-2,2-2,2-2,NA,NA,NA
2,2,2-3,2-3,2-3,NA,NA,NA
2,2,2-4,2-4,2-4,NA,NA,NA
2,2,2-5,2-5,2-5,NA,NA,NA
2,2,2-6,2-6,2-6,NA,NA,NA
2,2,2-7,2-7,2-7,NA,NA,NA
2,2,2-8,2-8,2-8,NA,NA,NA
2,2,2-9,2-9,2-9,NA,NA,NA
2,2,2-10,2-10,2-10,NA,NA,NA
2,2,2-11,2-11,2-11,NA,NA,NA
2,2,2-12,2-12,2-12,NA,NA,NA
2,2,2-13,2-13,2-13,NA,NA,NA
2,2,2-14,2-14,2-14,NA,NA,NA
2,2,2-15,2-15,2-15,NA,NA,NA
2,2,2-16,2-16,2-16,NA,NA,NA
2,2,2-17,2-17,2-17,NA,NA,NA
2,2,2-18,2-18,2-18,NA,NA,NA
2,2,2-19,2-19,2-19,NA,NA,NA
2,2,2-20,2-20,2-20,NA,NA,NA
2,2,2-21,2-21,2-21,NA,NA,NA
2,2,2-22,2-22,2-22,NA,NA,NA
2,2,2-23,2-23,2-23,NA,NA,NA
2,2,2-24,2-24,2-24,NA,NA,NA
2,2,2-25,2-25,2-25,NA,NA,NA
2,2,2-26,2-26,2-26,NA,NA,NA
2,2,2-27,2-27,2-27,NA,NA,NA
2,2,2-28,2-28,2-28,NA,NA,NA
2,2,2-29,2-29,2-29,NA,NA,NA
2,2,2-30,2-30,2-30,NA,NA,NA
2,2,2-31,2-31,2-31,NA,NA,NA
2,2,2-32,2-32,2-32,NA,NA,NA
2,2,2-33,2-33,2-33,NA,NA,NA
2,2,2-34,2-34,2-34,NA,NA,NA
2,2,2-35,2-35,2-35,NA,NA,NA
2,2,2-36,2-36,2-36,NA,NA,NA
2,2,2-37,2-37,2-37,NA,NA,NA
2,2,2-38,2-38,2-38,NA,NA,NA
2,2,2-39,2-39,2-39,NA,NA,NA
2,2,2-40,2-40,2-40,NA,NA,NA
2,2,2-41,2-41,2-41,NA,NA,NA
2,2,2-42,2-42,2-42,NA,NA,NA
2,2,2-43,2-43,2-43,NA,NA,NA
2,2,2-44,2-44,2-44,NA,NA,NA
2,2,2-45,2-45,2-45,NA,NA,NA
2,2,2-46,2-46,2-46,NA,NA,NA
2,2,2-47,2-47,2-47,NA,NA,NA
2,2,2-48,2-48,2-48,NA,NA,NA
2,2,2-49,2-49,2-49,NA,NA,NA
2,2,2-50,2-50,2-50,NA,NA,NA
2,2,2-51,2-51,2-51,NA,NA,NA
2,2,2-52,2-52,2-52,NA,NA,NA
2,2,2-53,2-53,2-53,NA,NA,NA
2,2,2-54,2-54,2-54,NA,NA,NA
2,2,2-55,2-55,2-55,NA,NA,NA
2,2,2-56,2-56,2-56,NA,NA,NA
2,2,2-57,2-57,2-57,NA,NA,NA
2,2,2-58,2-58,2-58,NA,NA,NA
2,2,2-59,2-59,2-59,NA,NA,NA
2,2,2-60,2-60,2-60,NA,NA,NA
2,2,2-61,2-61,2-61,NA,NA,NA
2,2,2-62,2-62,2-62,NA,NA,NA
2,2,2-63,2-63,2-63,NA,NA,NA
2,2,2-64,2-64,2-64,NA,NA,NA
2,2,2-65,2-65,2-65,NA,NA,NA
2,2,2-66,2-66,2-66,NA,NA,NA
2,2,2-67,2-67,2-67,NA,NA,NA
2,2,2-68,2-68,2-68,NA,NA,NA
2,2,2-69,2-69,2-69,NA,NA,NA
2,2,2-70,2-70,2-70,NA,NA,NA
2,2,2-71,2-71,2-71,NA,NA,NA
2,2,2-72,2-72,2-72,NA,NA,NA
2,2,2-73,2-73,2-73,NA,NA,NA
2,2,2-74,2-74,2-74,NA,NA,NA
2,2,2-75,2-75,2-75,NA,NA,NA
2,2,2-76,2-76,2-76,NA,NA,NA
2,2,2-77,2-77,2-77,NA,NA,NA
2,2,2-78,2-78,2-78,NA,NA,NA
2,2,2-79,2-79,2-79,NA,NA,NA
2,2,2-80,2-80,2-80,NA,NA,NA
2,2,2-81,2-81,2-81,NA,NA,NA
2,2,2-82,2-82,2-82,NA,NA,NA
2,2,2-83,2-83,2-83,NA,NA,NA
2,2,2-84,2-84,2-84,NA,NA,NA
2,2,2-85,2-85,2-85,NA,NA,NA
2,2,2-86,2-86,2-86,NA,NA,NA
2,2,2-87,2-87,2-87,NA,NA,NA
2,2,2-88,2-88,2-88,NA,NA,NA
2,2,2-89,2-89,2-89,NA,NA,NA
2,2,2-90,2-90,2-90,NA,NA,NA
2,2,2-91,2-91,2-91,NA,NA,NA
2,2,2-92,2-92,2-92,NA,NA,NA
2,2,2-93,2-93,2-93,NA,NA,NA
2,2,2-94,2-94,2-94,NA,NA,NA
2,2,2-95,2-95,2-95,NA,NA,NA
2,2,2-96,2-96,2-96,NA,NA,NA
2,2,2-97,2-97,2-97,NA,NA,NA
2,2,2-98,2-98,2-98,NA,NA,NA
2,2,2-99,2-99,2-99,NA,NA,NA
2,2,2-100,2-100,2-100,NA,NA,NA
2,2,2-101,2-101,2-101,NA,NA,NA
3,3,3-0,3-0,3-0,NA,NA,NA
3,3,3-1,3-1,3-1,NA,NA,NA
3,3,3-2,3-2,3-2,NA,NA,NA
3,3,3-3,3-3,3-3,NA,NA,NA
3,3,3-4,3-4,3-4,NA,NA,NA
3,3,3-5,3-5,3-5,NA,NA,NA
3,3,3-6,3-6,3-6,NA,NA,NA
3,3,3-7,3-7,3-7,NA,NA,NA
3,3,3-8,3-8,3-8,NA,NA,NA
3,3,3-9,3-9,3-9,NA,NA,NA
3,3,3-10,3-10,3-10,NA,NA,NA
3,3,3-11,3-11,3-11,NA,NA,NA
3,3,3-12,3-12,3-12,NA,NA,NA
3,3,3-13,3-13,3-13,NA,NA,NA
3,3,3-14,3-14,3-14,NA,NA,NA
3,3,3-15,3-15,3-15,NA,NA,NA
3,3,3-16,3-16,3-16,NA,NA,NA
3,3,3-17,3-17,3-17,NA,NA,NA
3,3,3-18,3-18,3-18,NA,NA,NA
3,3,3-19,3-19,3-19,NA,NA,NA
3,3,3-20,3-20,3-20,NA,NA,NA
3,3,3-21,3-21,3-21,NA,NA,NA
3,3,3-22,3-22,3-22,NA,NA,NA
3,3,3-23,3-23,3-23,NA,NA,NA
3,3,3-24,3-24,3-24,NA,NA,NA
3,3,3-25,3-25,3-25,NA,NA,NA
3,3,3-26,3-26,3-26,NA,NA,NA
3,3,3-27,3-27,3-27,NA,NA,NA
3,3,3-28,3-28,3-28,NA,NA,NA
3,3,3-29,3-29,3-29,NA,NA,NA
3,3,3-30,3-30,3-30,NA,NA,NA
3,3,3-31,3-31,3-31,NA,NA,NA
3,3,3-32,3-32,3-32,NA,NA,NA
3,3,3-33,3-33,3-33,NA,NA,NA
3,3,3-34,3-34,3-34,NA,NA,NA
3,3,3-35,3-35,3-35,NA,NA,NA
3,3,3-36,3-36,3-36,NA,NA,NA
3,3,3-37,3-37,3-37,NA,NA,NA
3,3,3-38,3-38,3-38,NA,NA,NA
3,3,3-39,3-39,3-39,NA,NA,NA
3,3,3-40,3-40,3-40,NA,NA,NA
3,3,3-41,3-41,3-41,NA,NA,NA
3,3,3-42,3-42,3-42,NA,NA,NA
3,3,3-43,3-43,3-43,NA,NA,NA
3,3,3-44,3-44,3-44,NA,NA,NA
3,3,3-45,3-45,3-45,NA,NA,NA
3,3,3-46,3-46,3-46,NA,NA,NA
3,3,3-47,3-47,3-47,NA,NA,NA
3,3,3-48,3-48,3-48,NA,NA,NA
3,3,3-49,3-49,3-49,NA,NA,NA
3,3,3-50,3-50,3-50,NA,NA,NA
3,3,3-51,3-51,3-51,NA,NA,NA
3,3,3-52,3-52,3-52,NA,NA,NA
3,3,3-53,3-53,3-53,NA,NA,NA
3,3,3-54,3-54,3-54,NA,NA,NA
3,3,3-55,3-55,3-55,NA,NA,NA
3,3,3-56,3-56,3-56,NA,NA,NA
3,3,3-57,3-57,3-57,NA,NA,NA
3,3,3-58,3-58,3-58,NA,NA,NA
3,3,3-59,3-59,3-59,NA,NA,NA
3,3,3-60,3-60,3-60,NA,NA,NA
3,3,3-61,3-61,3-61,NA,NA,NA
3,3,3-62,3-62,3-62,NA,NA,NA
3,3,3-63,3-63,3-63,NA,NA,NA
3,3,3-64,3-64,3-64,NA,NA,NA
3,3,3-65,3-65,3-65,NA,NA,NA
3,3,3-66,3-66,3-66,NA,NA,NA
3,3,3-67,3-67,3-67,NA,NA,NA
3,3,3-68,3-68,3-68,NA,NA,NA
3,3,3-69,3-69,3-69,NA,NA,NA
3,3,3-70,3-70,3-70,NA,NA,NA
3,3,3-71,3-71,3-71,NA,NA,NA
3,3,3-72,3-72,3-72,NA,NA,NA
3,3,3-73,3-73,3-73,NA,NA,NA
3,3,3-74,3-74,3-74,NA,NA,NA
3,3,3-75,3-75,3-75,NA,NA,NA
3,3,3-76,3-76,3-76,NA,NA,NA
3,3,3-77,3-77,3-77,NA,NA,NA
3,3,3-78,3-78,3-78,NA,NA,NA
3,3,3-79,3-79,3-79,NA,NA,NA
3,3,3-80,3-80,3-80,NA,NA,NA
3,3,3-81,3-81,3-81,NA,NA,NA
3,3,3-82,3-82,3-82,NA,NA,NA
3,3,3-83,3-83,3-83,NA,NA,NA
3,3,3-84,3-84,3-84,NA,NA,NA
3,3,3-85,3-85,3-85,NA,NA,NA
3,3,3-86,3-86,3-86,NA,NA,NA
3,3,3-87,3-87,3-87,NA,NA,NA
3,3,3-88,3-88,3-88,NA,NA,NA
3,3,3-89,3-89,3-89,NA,NA,NA
3,3,3-90,3-90,3-90,NA,NA,NA
3,3,3-91,3-91,3-91,NA,NA,NA
3,3,3-92,3-92,3-92,NA,NA,NA
3,3,3-93,3-93,3-93,NA,NA,NA
3,3,3-94,3-94,3-94,NA,NA,NA
3,3,3-95,3-95,3-95,NA,NA,NA
3,3,3-96,3-96,3-96,NA,NA,NA
3,3,3-97,3-97,3-97,NA,NA,NA
3,3,3-98,3-98,3-98,NA,NA,NA
3,3,3-99,3-99,3-99,NA,NA,NA
3,3,3-100,3-100,3-100,NA,NA,NA
3,3,3-101,3-101,3-101,NA,NA,NA
4,4,4-0,4-0,4-0,NA,NA,NA
4,4,4-1,4-1,4-1,NA,NA,NA
4,4,4-2,4-2,4-2,NA,NA,NA
4,4,4-3,4-3,4-3,NA,NA,NA
4,4,4-4,4-4,4-4,NA,NA,NA
4,4,4-5,4-5,4-5,NA,NA,NA
4,4,4-6,4-6,4-6,NA,NA,NA
4,4,4-7,4-7,4-7,NA,NA,NA
4,4,4-8,4-8,4-8,NA,NA,NA
4,4,4-9,4-9,4-9,NA,NA,NA
4,4,4-10,4-10,4-10,NA,NA,NA
4,4,4-11,4-11,4-11,NA,NA,NA
4,4,4-12,4-12,4-12,NA,NA,NA
4,4,4-13,4-13,4-13,NA,NA,NA
4,4,4-14,4-14,4-14,NA,NA,NA
4,4,4-15,4-15,4-15,NA,NA,NA
4,4,4-16,4-16,4-16,NA,NA,NA
4,4,4-17,4-17,4-17,NA,NA,NA
4,4,4-18,4-18,4-18,NA,NA,NA
4,4,4-19,4-19,4-19,NA,NA,NA
4,4,4-20,4-20,4-20,NA,NA,NA
4,4,4-21,4-21,4-21,NA,NA,NA
4,4,4-22,4-22,4-22,NA,NA,NA
4,4,4-23,4-23,4-23,NA,NA,NA
4,4,4-24,4-24,4-24,NA,NA,NA
4,4,4-25,4-25,4-25,NA,NA,NA
4,4,4-26,4-26,4-26,NA,NA,NA
4,4,4-27,4-27,4-27,NA,NA,NA
4,4,4-28,4-28,4-28,NA,NA,NA
4,4,4-29,4-29,4-29,NA,NA,NA
4,4,4-30,4-30,4-30,NA,NA,NA
4,4,4-31,4-31,4-31,NA,NA,NA
4,4,4-32,4-32,4-32,NA,NA,NA
4,4,4-33,4-33,4-33,NA,NA,NA
4,4,4-34,4-34,4-34,NA,NA,NA
4,4,4-35,4-35,4-35,NA,NA,NA
4,4,4-36,4-36,4-36,NA,NA,NA
4,4,4-37,4-37,4-37,NA,NA,NA
4,4,4-38,4-38,4-38,NA,NA,NA
4,4,4-39,4-39,4-39,NA,NA,NA
4,4,4-40,4-40,4-40,NA,NA,NA
4,4,4-41,4-41,4-41,NA,NA,NA
4,4,4-42,4-42,4-42,NA,NA,NA
4,4,4-43,4-43,4-43,NA,NA,NA
4,4,4-44,4-44,4-44,NA,NA,NA
4,4,4-45,4-45,4-45,NA,NA,NA
4,4,4-46,4-46,4-46,NA,NA,NA
4,4,4-47,4-47,4-47,NA,NA,NA
4,4,4-48,4-48,4-48,NA,NA,NA
4,4,4-49,4-49,4-49,NA,NA,NA
4,4,4-50,4-50,4-50,NA,NA,NA
4,4,4-51,4-51,4-51,NA,NA,NA
4,4,4-52,4-52,4-52,NA,NA,NA
4,4,4-53,4-53,4-53,NA,NA,NA
4,4,4-54,4-54,4-54,NA,NA,NA
4,4,4-55,4-55,4-55,NA,NA,NA
4,4,4-56,4-56,4-56,NA,NA,NA
4,4,4-57,4-57,4-57,NA,NA,NA
4,4,4-58,4-58,4-58,NA,NA,NA
4,4,4-59,4-59,4-59,NA,NA,NA
4,4,4-60,4-60,4-60,NA,NA,NA
4,4,4-61,4-61,4-61,NA,NA,NA
4,4,4-62,4-62,4-62,NA,NA,NA
4,4,4-63,4-63,4-63,NA,NA,NA
4,4,4-64,4-64,4-64,NA,NA,NA
4,4,4-65,4-65,4-65,NA,NA,NA
4,4,4-66,4-66,4-66,NA,NA,NA
4,4,4-67,4-67,4-67,NA,NA,NA
4,4,4-68,4-68,4-68,NA,NA,NA
4,4,4-69,4-69,4-69,NA,NA,NA
4,4,4-70,4-70,4-70,NA,NA,NA
4,4,4-71,4-71,4-71,NA,NA,NA
4,4,4-72,4-72,4-72,NA,NA,NA
4,4,4-73,4-73,4-73,NA,NA,NA
4,4,4-74,4-74,4-74,NA,NA,NA
4,4,4-75,4-75,4-75,NA,NA,NA
4,4,4-76,4-76,4-76,NA,NA,NA
4,4,4-77,4-77,4-77,NA,NA,NA
4,4,4-78,4-78,4-78,NA,NA,NA
4,4,4-79,4-79,4-79,NA,NA,NA
4,4,4-80,4-80,4-80,NA,NA,NA
4,4,4-81,4-81,4-81,NA,NA,NA
4,4,4-82,4-82,4-82,NA,NA,NA
4,4,4-83,4-83,4-83,NA,NA,NA
4,4,4-84,4-84,4-84,NA,NA,NA
4,4,4-85,4-85,4-85,NA,NA,NA
4,4,4-86,4-86,4-86,NA,NA,NA
4,4,4-87,4-87,4-87,NA,NA,NA
4,4,4-88,4-88,4-88,NA,NA,NA
4,4,4-89,4-89,4-89,NA,NA,NA
4,4,4-90,4-90,4-90,NA,NA,NA
4,4,4-91,4-91,4-91,NA,NA,NA
4,4,4-92,4-92,4-92,NA,NA,NA
4,4,4-93,4-93,4-93,NA,NA,NA
4,4,4-94,4-94,4-94,NA,NA,NA
4,4,4-95,4-95,4-95,NA,NA,NA
4,4,4-96,4-96,4-96,NA,NA,NA
4,4,4-97,4-97,4-97,NA,NA,NA
4,4,4-98,4-98,4-98,NA,NA,NA
4,4,4-99,4-99,4-99,NA,NA,NA
4,4,4-100,4-100,4-100,NA,NA,NA
4,4,4-101,4-101,4-101,NA,NA,NA
5,5,5-0,5-0,5-0,NA,NA,NA
5,5,5-1,5-1,5-1,NA,NA,NA
5,5,5-2,5-2,5-2,NA,NA,NA
5,5,5-3,5-3,5-3,NA,NA,NA
5,5,5-4,5-4,5-4,NA,NA,NA
5,5,5-5,5-5,5-5,NA,NA,NA
5,5,5-6,5-6,5-6,NA,NA,NA
5,5,5-7,5-7,5-7,NA,NA,NA
5,5,5-8,5-8,5-8,NA,NA,NA
5,5,5-9,5-9,5-9,NA,NA,NA
5,5,5-10,5-10,5-10,NA,NA,NA
5,5,5-11,5-11,5-11,NA,NA,NA
5,5,5-12,5-12,5-12,NA,NA,NA
5,5,5-13,5-13,5-13,NA,NA,NA
5,5,5-14,5-14,5-14,NA,NA,NA
5,5,5-15,5-15,5-15,NA,NA,NA
5,5,5-16,5-16,5-16,NA,NA,NA
5,5,5-17,5-17,5-17,NA,NA,NA
5,5,5-18,5-18,5-18,NA,NA,NA
5,5,5-19,5-19,5-19,NA,NA,NA
5,5,5-20,5-20,5-20,NA,NA,NA
5,5,5-21,5-21,5-21,NA,NA,NA
5,5,5-22,5-22,5-22,NA,NA,NA
5,5,5-23,5-23,5-23,NA,NA,NA
5,5,5-24,5-24,5-24,NA,NA,NA
5,5,5-25,5-25,5-25,NA,NA,NA
5,5,5-26,5-26,5-26,NA,NA,NA
5,5,5-27,5-27,5-27,NA,NA,NA
5,5,5-28,5-28,5-28,NA,NA,NA
5,5,5-29,5-29,5-29,NA,NA,NA
5,5,5-30,5-30,5-30,NA,NA,NA
5,5,5-31,5-31,5-31,NA,NA,NA
5,5,5-32,5-32,5-32,NA,NA,NA
5,5,5-33,5-33,5-33,NA,NA,NA
5,5,5-34,5-34,5-34,NA,NA,NA
5,5,5-35,5-35,5-35,NA,NA,NA
5,5,5-36,5-36,5-36,NA,NA,NA
5,5,5-37,5-37,5-37,NA,NA,NA
5,5,5-38,5-38,5-38,NA,NA,NA
5,5,5-39,5-39,5-39,NA,NA,NA
5,5,5-40,5-40,5-40,NA,NA,NA
5,5,5-41,5-41,5-41,NA,NA,NA
5,5,5-42,5-42,5-42,NA,NA,NA
5,5,5-43,5-43,5-43,NA,NA,NA
5,5,5-44,5-44,5-44,NA,NA,NA
5,5,5-45,5-45,5-45,NA,NA,NA
