stop_id,stop_code,stop_name,stop_lat,stop_lon,wheelchair_boarding,stop_timezone,location_type,parent_station,platform_code
2239,2239,2239,-4.048349044051613,56.903237724306805,yes,NA,NA,NA,NA
1139,1139,1139,-4.048454027669839,56.90515447654464,yes,NA,NA,NA,NA
4438,4438,4438,-4.04850652437091,56.90611285239456,yes,NA,NA,NA,NA
2244,2244,2244,-4.048559024333661,56.907071228065135,yes,NA,NA,NA,NA
0044,0044,0044,-4.048611527558369,56.908029603556365,yes,NA,NA,NA,NA
4444,4444,4444,-4.0505391772969555,56.90799798074726,yes,NA,NA,NA,NA
00105,00105,00105,-4.035638258638391,56.90008816684442,yes,NA,NA,NA,NA
33105,33105,33105,-4.035156443957671,56.90009601719121,yes,NA,NA,NA,NA
11103,11103,11103,-4.03467462903181,56.90010386568141,yes,NA,NA,NA,NA
44106,44106,44106,-4.03419281386087,56.90011171231498,yes,NA,NA,NA,NA
00106,00106,00106,-4.033710998444905,56.90011955709195,yes,NA,NA,NA,NA
22106,22106,22106,-4.033697971679645,56.89987996070836,yes,NA,NA,NA,NA
33103,33103,33103,-4.0336849451166925,56.89964036431362,yes,NA,NA,NA,NA
11107,11107,11107,-4.033671918756038,56.89940076790769,yes,NA,NA,NA,NA
00107,00107,00107,-4.03365889259768,56.89916117149058,yes,NA,NA,NA,NA
33107,33107,33107,-4.033177089259068,56.89916901412578,yes,NA,NA,NA,NA
1192,1192,1192,-4.028918823344218,56.900677096905326,yes,NA,NA,NA,NA
330,330,330,-4.029022801508269,56.90259387308998,yes,NA,NA,NA,NA
000,000,000,-4.036732350898212,56.90246841952061,yes,NA,NA,NA,NA
110,110,110,-4.03694113486337,56.90630195149723,yes,NA,NA,NA,NA
4467,4467,4467,-4.0330859735705396,56.906364746831585,yes,NA,NA,NA,NA
1168,1168,1168,-4.033033871332797,56.90540636182263,yes,NA,NA,NA,NA
3370,3370,3370,-4.033997638472491,56.90539067470174,yes,NA,NA,NA,NA
0070,0070,0070,-4.034961404631857,56.905374980152935,yes,NA,NA,NA,NA
2270,2270,2270,-4.034935330073456,56.90489578815188,yes,NA,NA,NA,NA
4468,4468,4468,-4.034909256325021,56.904416596106145,yes,NA,NA,NA,NA
1169,1169,1169,-4.034883183386514,56.90393740401564,yes,NA,NA,NA,NA
0069,0069,0069,-4.034857111257905,56.90345821188042,yes,NA,NA,NA,NA
4469,4469,4469,-4.035820827132228,56.90344251104551,yes,NA,NA,NA,NA
3399,3399,3399,-4.033072911916687,56.897252241816126,yes,NA,NA,NA,NA
0099,0099,0099,-4.033554690612955,56.89724439975118,yes,NA,NA,NA,NA
1199,1199,1199,-4.0335677151531,56.89748399625775,yes,NA,NA,NA,NA
2293,2293,2293,-4.032513026941486,56.89582250189531,yes,NA,NA,NA,NA
44101,44101,44101,-4.031549505284623,56.895838175888336,yes,NA,NA,NA,NA
00101,00101,00101,-4.0305859826492005,56.89585384245607,yes,NA,NA,NA,NA
11101,11101,11101,-4.030611992546252,56.896333036446954,yes,NA,NA,NA,NA
33124,33124,33124,-4.02292958987622,56.89693730017014,yes,NA,NA,NA,NA
3332,3332,3332,-4.037435009926319,56.89766078826115,yes,NA,NA,NA,NA
0032,0032,0032,-4.038398574981424,56.89764506857383,yes,NA,NA,NA,NA
3327,3327,3327,-4.041289264253103,56.89759786495767,yes,NA,NA,NA,NA
0027,0027,0027,-4.042252825377575,56.897582115567616,yes,NA,NA,NA,NA
1127,1127,1127,-4.042278986356223,56.89806130595295,yes,NA,NA,NA,NA
3329,3329,3329,-4.042760772709851,56.898053428330094,yes,NA,NA,NA,NA
11112,11112,11112,-4.033776135305924,56.90131753884208,yes,NA,NA,NA,NA
22108,22108,22108,-4.034726762762084,56.90106225053334,yes,NA,NA,NA,NA
44102,44102,44102,-4.034700695492121,56.90058305812974,yes,NA,NA,NA,NA
22123,22123,22123,-4.023059162668394,56.89933328059905,yes,NA,NA,NA,NA
