,hh_index,area_id,zone_id,hh_count,hh_children,hh_people_in_work,hh_in_work,hh_income,hh_cars,p_hh_index,adult,gender,age,employment,occupation,main_activity,main_activity_id,main_facility_area,main_facility_zone,mode,hh_income_bin,age_bin
51,15.0,2.0,2.2,4.0,1.0,3.0,yes,50000.0,0.0,0,16+,male,30.0,employment,unskilled,work,107.0,8.0,8.1,car,mid,21-31
52,15.0,2.0,2.2,4.0,1.0,3.0,yes,50000.0,0.0,1,16+,male,28.0,employment,unskilled,work,171.0,3.0,3.3,car,mid,21-31
53,15.0,2.0,2.2,4.0,1.0,3.0,yes,50000.0,0.0,2,16+,male,25.0,employment,unskilled,work,175.0,3.0,3.2,car,mid,21-31
54,15.0,2.0,2.2,4.0,1.0,3.0,yes,50000.0,0.0,3,under16,male,10.0,education,none,education,57.0,6.0,6.6,car,mid,4-13
55,16.0,2.0,2.2,4.0,1.0,3.0,yes,50000.0,1.0,0,16+,female,27.0,employment,unskilled,work,150.0,3.0,3.2,car,mid,21-31
56,16.0,2.0,2.2,4.0,1.0,3.0,yes,50000.0,1.0,1,16+,male,28.0,employment,unskilled,work,204.0,0.0,0.1,car,mid,21-31
57,16.0,2.0,2.2,4.0,1.0,3.0,yes,50000.0,1.0,2,16+,female,27.0,employment,unskilled,None,-1.0,-1.0,-1.0,,mid,21-31
58,16.0,2.0,2.2,4.0,1.0,3.0,yes,50000.0,1.0,3,under16,female,7.0,education,none,None,-1.0,-1.0,-1.0,,mid,4-13
59,17.0,10.0,10.0,3.0,0.0,1.0,yes,60000.0,1.0,0,16+,male,55.0,employment,unskilled,work,31.0,10.0,10.0,car,mid-high,51-61
60,17.0,10.0,10.0,3.0,0.0,1.0,yes,60000.0,1.0,1,16+,male,54.0,retired,none,None,-1.0,-1.0,-1.0,,mid-high,51-61
61,17.0,10.0,10.0,3.0,0.0,1.0,yes,60000.0,1.0,2,16+,female,55.0,retired,none,leisure,47.0,8.0,8.1,car,mid-high,51-61
62,18.0,10.0,10.0,5.0,1.0,3.0,yes,130000.0,3.0,0,16+,male,49.0,employment,unskilled,work,95.0,6.0,6.6,car,high,41-51
63,18.0,10.0,10.0,5.0,1.0,3.0,yes,130000.0,3.0,1,16+,male,50.0,employment,unskilled,None,-1.0,-1.0,-1.0,,high,41-51
64,18.0,10.0,10.0,5.0,1.0,3.0,yes,130000.0,3.0,2,16+,male,48.0,employment,unskilled,work,51.0,6.0,6.1,car,high,41-51
65,18.0,10.0,10.0,5.0,1.0,3.0,yes,130000.0,3.0,3,16+,female,47.0,unemployed,none,shopping,96.0,0.0,0.1,car,high,41-51
66,18.0,10.0,10.0,5.0,1.0,3.0,yes,130000.0,3.0,4,under16,female,9.0,education,none,education,82.0,3.0,3.3,car,high,4-13
67,19.0,3.0,3.1,4.0,2.0,1.0,yes,110000.0,0.0,0,16+,female,21.0,employment,unskilled,work,93.0,5.0,5.8,car,high,16-21
68,19.0,3.0,3.1,4.0,2.0,1.0,yes,110000.0,0.0,1,16+,male,19.0,unemployed,none,shopping,59.0,8.0,8.1,car,high,16-21
69,19.0,3.0,3.1,4.0,2.0,1.0,yes,110000.0,0.0,2,under16,female,6.0,education,none,education,11.0,10.0,10.0,car,high,4-13
70,19.0,3.0,3.1,4.0,2.0,1.0,yes,110000.0,0.0,3,under16,female,11.0,education,none,education,5.0,10.0,10.3,car,high,4-13
71,20.0,11.0,11.0,5.0,0.0,4.0,yes,45000.0,1.0,0,16+,male,59.0,employment,unskilled,work,92.0,5.0,5.7,car,mid,51-61
72,20.0,11.0,11.0,5.0,0.0,4.0,yes,45000.0,1.0,1,16+,female,60.0,employment,unskilled,work,22.0,10.0,10.0,car,mid,51-61
73,20.0,11.0,11.0,5.0,0.0,4.0,yes,45000.0,1.0,2,16+,female,61.0,employment,unskilled,work,8.0,10.0,10.3,car,mid,51-61
74,20.0,11.0,11.0,5.0,0.0,4.0,yes,45000.0,1.0,3,16+,male,61.0,employment,skilled,work,151.0,3.0,3.0,car,mid,51-61
75,20.0,11.0,11.0,5.0,0.0,4.0,yes,45000.0,1.0,4,16+,female,63.0,retired,none,None,-1.0,-1.0,-1.0,,mid,61-71
76,21.0,9.0,9.2,2.0,0.0,1.0,yes,40000.0,1.0,0,16+,female,51.0,employment,unskilled,work,148.0,3.0,3.2,car,mid,41-51
77,21.0,9.0,9.2,2.0,0.0,1.0,yes,40000.0,1.0,1,16+,female,51.0,retired,none,health,1.0,10.0,10.3,car,mid,41-51
78,22.0,10.0,10.2,2.0,0.0,2.0,yes,35000.0,0.0,0,16+,male,62.0,employment,unskilled,None,-1.0,-1.0,-1.0,,low,61-71
79,22.0,10.0,10.2,2.0,0.0,2.0,yes,35000.0,0.0,1,16+,female,61.0,employment,unskilled,work,179.0,3.0,3.2,car,low,51-61
80,23.0,9.0,9.2,3.0,1.0,2.0,yes,35000.0,0.0,0,16+,male,20.0,employment,unskilled,health,4.0,10.0,10.0,car,low,16-21
81,23.0,9.0,9.2,3.0,1.0,2.0,yes,35000.0,0.0,1,16+,male,19.0,education,none,education,50.0,7.0,7.0,car,low,16-21
82,23.0,9.0,9.2,3.0,1.0,2.0,yes,35000.0,0.0,2,under16,male,8.0,education,none,education,9.0,10.0,10.0,car,low,4-13
83,24.0,9.0,9.1,4.0,1.0,2.0,yes,55000.0,0.0,0,16+,female,23.0,employment,unskilled,work,152.0,3.0,3.2,car,mid-high,21-31
84,24.0,9.0,9.1,4.0,1.0,2.0,yes,55000.0,0.0,1,16+,male,23.0,employment,unskilled,work,169.0,3.0,3.2,car,mid-high,21-31
85,24.0,9.0,9.1,4.0,1.0,2.0,yes,55000.0,0.0,2,16+,female,21.0,employment,unskilled,work,23.0,10.0,10.2,car,mid-high,16-21
86,24.0,9.0,9.1,4.0,1.0,2.0,yes,55000.0,0.0,3,under16,male,3.0,education,none,None,-1.0,-1.0,-1.0,,mid-high,0-4
87,25.0,10.0,10.3,5.0,1.0,4.0,yes,35000.0,2.0,0,16+,female,30.0,employment,unskilled,work,88.0,6.0,6.6,car,low,21-31
88,25.0,10.0,10.3,5.0,1.0,4.0,yes,35000.0,2.0,1,16+,male,30.0,employment,unskilled,work,106.0,5.0,5.7,car,low,21-31
89,25.0,10.0,10.3,5.0,1.0,4.0,yes,35000.0,2.0,2,16+,female,29.0,employment,unskilled,work,77.0,6.0,6.0,car,low,21-31
90,25.0,10.0,10.3,5.0,1.0,4.0,yes,35000.0,2.0,3,16+,male,28.0,employment,unskilled,work,88.0,6.0,6.6,car,low,21-31
91,25.0,10.0,10.3,5.0,1.0,4.0,yes,35000.0,2.0,4,under16,female,6.0,education,none,education,10.0,10.0,10.0,car,low,4-13
92,26.0,2.0,2.3,4.0,0.0,2.0,yes,115000.0,1.0,0,16+,male,52.0,employment,unskilled,None,-1.0,-1.0,-1.0,,high,51-61
93,26.0,2.0,2.3,4.0,0.0,2.0,yes,115000.0,1.0,1,16+,other,55.0,employment,unskilled,work,138.0,8.0,8.1,car,high,51-61
94,26.0,2.0,2.3,4.0,0.0,2.0,yes,115000.0,1.0,2,16+,male,52.0,retired,none,None,-1.0,-1.0,-1.0,,high,51-61
95,26.0,2.0,2.3,4.0,0.0,2.0,yes,115000.0,1.0,3,16+,male,55.0,retired,none,health,25.0,3.0,3.2,car,high,51-61
96,27.0,10.0,10.2,3.0,0.0,1.0,yes,30000.0,0.0,0,16+,female,52.0,employment,unskilled,work,92.0,5.0,5.7,car,low,51-61
97,27.0,10.0,10.2,3.0,0.0,1.0,yes,30000.0,0.0,1,16+,female,53.0,retired,none,None,-1.0,-1.0,-1.0,,low,51-61
98,27.0,10.0,10.2,3.0,0.0,1.0,yes,30000.0,0.0,2,16+,male,53.0,retired,none,None,-1.0,-1.0,-1.0,,low,51-61
99,28.0,2.0,2.3,5.0,1.0,3.0,yes,55000.0,2.0,0,16+,male,34.0,employment,unskilled,work,74.0,5.0,5.2,car,mid-high,31-41
100,28.0,2.0,2.3,5.0,1.0,3.0,yes,55000.0,2.0,1,16+,male,34.0,employment,unskilled,work,150.0,3.0,3.2,car,mid-high,31-41
101,28.0,2.0,2.3,5.0,1.0,3.0,yes,55000.0,2.0,2,16+,male,36.0,employment,unskilled,work,174.0,3.0,3.0,car,mid-high,31-41
102,28.0,2.0,2.3,5.0,1.0,3.0,yes,55000.0,2.0,3,16+,female,35.0,employment,unskilled,work,122.0,7.0,7.0,car,mid-high,31-41
103,28.0,2.0,2.3,5.0,1.0,3.0,yes,55000.0,2.0,4,under16,female,13.0,education,none,education,90.0,0.0,0.1,car,mid-high,4-13
104,29.0,10.0,10.2,5.0,1.0,4.0,yes,20000.0,0.0,0,16+,male,34.0,employment,unskilled,work,19.0,10.0,10.0,car,low,31-41
105,29.0,10.0,10.2,5.0,1.0,4.0,yes,20000.0,0.0,1,16+,male,34.0,employment,unskilled,work,120.0,5.0,5.6,car,low,31-41
106,29.0,10.0,10.2,5.0,1.0,4.0,yes,20000.0,0.0,2,16+,male,34.0,employment,unskilled,work,42.0,10.0,10.0,car,low,31-41
107,29.0,10.0,10.2,5.0,1.0,4.0,yes,20000.0,0.0,3,16+,female,33.0,employment,unskilled,work,120.0,5.0,5.6,car,low,31-41
108,29.0,10.0,10.2,5.0,1.0,4.0,yes,20000.0,0.0,4,under16,male,13.0,education,none,education,43.0,8.0,8.1,car,low,4-13
109,30.0,2.0,2.3,3.0,1.0,0.0,noone,19000.0,0.0,0,16+,female,33.0,employment,unskilled,work,157.0,3.0,3.3,car,low,31-41
110,30.0,2.0,2.3,3.0,1.0,0.0,noone,19000.0,0.0,1,16+,male,30.0,employment,unskilled,work,43.0,10.0,10.3,car,low,21-31
111,30.0,2.0,2.3,3.0,1.0,0.0,noone,19000.0,0.0,2,under16,female,8.0,education,none,education,76.0,3.0,3.2,car,low,4-13
112,31.0,10.0,10.1,5.0,1.0,3.0,yes,35000.0,2.0,0,16+,female,32.0,employment,unskilled,work,175.0,3.0,3.2,car,low,31-41
113,31.0,10.0,10.1,5.0,1.0,3.0,yes,35000.0,2.0,1,16+,female,33.0,employment,unskilled,work,146.0,3.0,3.3,car,low,31-41
114,31.0,10.0,10.1,5.0,1.0,3.0,yes,35000.0,2.0,2,16+,other,32.0,employment,unskilled,work,64.0,5.0,5.4,car,low,31-41
115,31.0,10.0,10.1,5.0,1.0,3.0,yes,35000.0,2.0,3,16+,female,31.0,employment,unskilled,work,5.0,10.0,10.2,car,low,21-31
116,31.0,10.0,10.1,5.0,1.0,3.0,yes,35000.0,2.0,4,under16,male,11.0,education,none,education,90.0,0.0,0.1,car,low,4-13
117,32.0,10.0,10.2,1.0,0.0,1.0,yes,35000.0,0.0,0,16+,female,52.0,employment,unskilled,work,39.0,10.0,10.3,car,low,51-61
118,33.0,10.0,10.2,5.0,2.0,2.0,yes,170000.0,2.0,0,16+,female,35.0,employment,manager,work,69.0,4.0,4.3,car,high,31-41
119,33.0,10.0,10.2,5.0,2.0,2.0,yes,170000.0,2.0,1,16+,male,32.0,employment,unskilled,None,-1.0,-1.0,-1.0,,high,31-41
120,33.0,10.0,10.2,5.0,2.0,2.0,yes,170000.0,2.0,2,16+,male,31.0,employment,unskilled,work,94.0,8.0,8.1,car,high,21-31
121,33.0,10.0,10.2,5.0,2.0,2.0,yes,170000.0,2.0,3,under16,male,6.0,education,none,education,19.0,5.0,5.3,car,high,4-13
122,33.0,10.0,10.2,5.0,2.0,2.0,yes,170000.0,2.0,4,under16,female,5.0,education,none,education,86.0,0.0,0.1,car,high,4-13
123,34.0,10.0,10.3,2.0,1.0,0.0,noone,18000.0,0.0,0,16+,female,23.0,employment,unskilled,work,195.0,1.0,1.0,car,low,21-31
124,34.0,10.0,10.3,2.0,1.0,0.0,noone,18000.0,0.0,1,under16,male,6.0,education,none,education,24.0,5.0,5.2,car,low,4-13
125,35.0,10.0,10.3,1.0,0.0,1.0,yes,50000.0,0.0,0,16+,female,57.0,employment,unskilled,work,152.0,3.0,3.2,car,mid,51-61
126,36.0,10.0,10.3,3.0,0.0,0.0,noone,18000.0,2.0,0,16+,male,56.0,retired,none,None,-1.0,-1.0,-1.0,,low,51-61
127,36.0,10.0,10.3,3.0,0.0,0.0,noone,18000.0,2.0,1,16+,male,55.0,retired,none,leisure,2.0,2.0,2.3,car,low,51-61
128,36.0,10.0,10.3,3.0,0.0,0.0,noone,18000.0,2.0,2,16+,male,56.0,retired,none,health,31.0,3.0,3.1,car,low,51-61
129,37.0,3.0,3.2,4.0,1.0,3.0,yes,90000.0,1.0,0,16+,female,26.0,employment,unskilled,work,57.0,6.0,6.3,car,high,21-31
130,37.0,3.0,3.2,4.0,1.0,3.0,yes,90000.0,1.0,1,16+,male,27.0,employment,unskilled,work,0.0,10.0,10.0,car,high,21-31
131,37.0,3.0,3.2,4.0,1.0,3.0,yes,90000.0,1.0,2,16+,male,27.0,employment,unskilled,work,186.0,1.0,1.0,car,high,21-31
132,37.0,3.0,3.2,4.0,1.0,3.0,yes,90000.0,1.0,3,under16,male,13.0,education,none,education,14.0,10.0,10.3,car,high,4-13
133,38.0,10.0,10.3,3.0,1.0,1.0,yes,45000.0,2.0,0,16+,female,28.0,employment,unskilled,work,175.0,3.0,3.2,car,mid,21-31
134,38.0,10.0,10.3,3.0,1.0,1.0,yes,45000.0,2.0,1,16+,male,27.0,employment,unskilled,work,145.0,3.0,3.2,car,mid,21-31
135,38.0,10.0,10.3,3.0,1.0,1.0,yes,45000.0,2.0,2,under16,other,9.0,education,none,education,28.0,6.0,6.3,car,mid,4-13
136,39.0,10.0,10.1,1.0,0.0,1.0,yes,50000.0,1.0,0,16+,female,61.0,employment,unskilled,None,-1.0,-1.0,-1.0,,mid,51-61
137,40.0,10.0,10.3,4.0,1.0,2.0,yes,90000.0,2.0,0,16+,male,37.0,employment,unskilled,work,191.0,0.0,0.1,car,high,31-41
138,40.0,10.0,10.3,4.0,1.0,2.0,yes,90000.0,2.0,1,16+,male,37.0,employment,unskilled,work,80.0,6.0,6.3,car,high,31-41
139,40.0,10.0,10.3,4.0,1.0,2.0,yes,90000.0,2.0,2,16+,female,35.0,employment,unskilled,work,70.0,6.0,6.0,car,high,31-41
140,40.0,10.0,10.3,4.0,1.0,2.0,yes,90000.0,2.0,3,under16,female,6.0,education,none,education,17.0,10.0,10.2,car,high,4-13
141,41.0,10.0,10.0,5.0,2.0,3.0,yes,130000.0,0.0,0,16+,female,32.0,employment,unskilled,work,191.0,0.0,0.1,car,high,31-41
142,41.0,10.0,10.0,5.0,2.0,3.0,yes,130000.0,0.0,1,16+,male,28.0,employment,unskilled,work,190.0,0.0,0.1,car,high,21-31
143,41.0,10.0,10.0,5.0,2.0,3.0,yes,130000.0,0.0,2,16+,male,29.0,employment,skilled,work,13.0,10.0,10.3,car,high,21-31
144,41.0,10.0,10.0,5.0,2.0,3.0,yes,130000.0,0.0,3,under16,female,6.0,education,none,education,6.0,10.0,10.3,cycle,high,4-13
145,41.0,10.0,10.0,5.0,2.0,3.0,yes,130000.0,0.0,4,under16,male,11.0,education,none,education,88.0,0.0,0.1,car,high,4-13
146,42.0,10.0,10.3,4.0,0.0,3.0,yes,135000.0,2.0,0,16+,male,51.0,employment,unskilled,work,97.0,5.0,5.9,car,high,41-51
147,42.0,10.0,10.3,4.0,0.0,3.0,yes,135000.0,2.0,1,16+,male,51.0,employment,unskilled,work,6.0,10.0,10.3,car,high,41-51
148,42.0,10.0,10.3,4.0,0.0,3.0,yes,135000.0,2.0,2,16+,male,52.0,employment,unskilled,work,0.0,10.0,10.0,car,high,51-61
149,42.0,10.0,10.3,4.0,0.0,3.0,yes,135000.0,2.0,3,16+,male,52.0,retired,none,leisure,18.0,10.0,10.3,car,high,51-61
150,43.0,10.0,10.2,4.0,0.0,2.0,yes,40000.0,2.0,0,16+,female,49.0,employment,unskilled,work,57.0,6.0,6.3,car,mid,41-51
151,43.0,10.0,10.2,4.0,0.0,2.0,yes,40000.0,2.0,1,16+,female,50.0,employment,unskilled,work,71.0,4.0,4.3,car,mid,41-51
152,43.0,10.0,10.2,4.0,0.0,2.0,yes,40000.0,2.0,2,16+,female,49.0,employment,manager,work,38.0,10.0,10.1,car,mid,41-51
153,43.0,10.0,10.2,4.0,0.0,2.0,yes,40000.0,2.0,3,16+,female,51.0,retired,none,leisure,16.0,10.0,10.0,car,mid,41-51
154,44.0,9.0,9.2,5.0,2.0,2.0,yes,100000.0,1.0,0,16+,female,29.0,employment,unskilled,work,101.0,8.0,8.1,car,high,21-31
155,44.0,9.0,9.2,5.0,2.0,2.0,yes,100000.0,1.0,1,16+,male,28.0,employment,unskilled,work,127.0,5.0,5.6,car,high,21-31
156,44.0,9.0,9.2,5.0,2.0,2.0,yes,100000.0,1.0,2,16+,female,29.0,employment,unskilled,work,47.0,6.0,6.2,car,high,21-31
157,44.0,9.0,9.2,5.0,2.0,2.0,yes,100000.0,1.0,3,under16,male,13.0,education,none,education,92.0,0.0,0.1,car,high,4-13
158,44.0,9.0,9.2,5.0,2.0,2.0,yes,100000.0,1.0,4,under16,female,8.0,education,none,education,15.0,10.0,10.3,car,high,4-13
159,45.0,12.0,12.0,4.0,1.0,2.0,yes,60000.0,1.0,0,16+,female,29.0,employment,unskilled,work,32.0,10.0,10.3,car,mid-high,21-31
160,45.0,12.0,12.0,4.0,1.0,2.0,yes,60000.0,1.0,1,16+,male,29.0,employment,unskilled,work,39.0,10.0,10.3,car,mid-high,21-31
161,45.0,12.0,12.0,4.0,1.0,2.0,yes,60000.0,1.0,2,16+,female,30.0,employment,unskilled,work,143.0,8.0,8.1,car,mid-high,21-31
162,45.0,12.0,12.0,4.0,1.0,2.0,yes,60000.0,1.0,3,under16,male,1.0,education,none,education,82.0,3.0,3.3,car,mid-high,0-4
163,46.0,10.0,10.3,3.0,0.0,1.0,yes,55000.0,1.0,0,16+,male,61.0,employment,unskilled,work,98.0,8.0,8.1,car,mid-high,51-61
164,46.0,10.0,10.3,3.0,0.0,1.0,yes,55000.0,1.0,1,16+,male,62.0,retired,none,shopping,81.0,9.0,9.1,car,mid-high,61-71
165,46.0,10.0,10.3,3.0,0.0,1.0,yes,55000.0,1.0,2,16+,female,61.0,retired,none,leisure,8.0,9.0,9.1,car,mid-high,51-61
166,47.0,5.0,5.0,3.0,1.0,1.0,yes,45000.0,2.0,0,16+,female,33.0,employment,unskilled,work,92.0,5.0,5.7,car,mid,31-41
167,47.0,5.0,5.0,3.0,1.0,1.0,yes,45000.0,2.0,1,16+,female,31.0,unemployed,none,None,-1.0,-1.0,-1.0,,mid,21-31
168,47.0,5.0,5.0,3.0,1.0,1.0,yes,45000.0,2.0,2,under16,male,14.0,education,none,education,41.0,6.0,6.0,car,mid,13-16
169,48.0,2.0,2.2,4.0,0.0,3.0,yes,65000.0,4.0,0,16+,male,59.0,employment,skilled,None,-1.0,-1.0,-1.0,,mid-high,51-61
170,48.0,2.0,2.2,4.0,0.0,3.0,yes,65000.0,4.0,1,16+,male,59.0,employment,unskilled,work,129.0,5.0,5.6,car,mid-high,51-61
171,48.0,2.0,2.2,4.0,0.0,3.0,yes,65000.0,4.0,2,16+,female,57.0,employment,unskilled,work,28.0,10.0,10.3,car,mid-high,51-61
172,48.0,2.0,2.2,4.0,0.0,3.0,yes,65000.0,4.0,3,16+,male,60.0,retired,none,shopping,87.0,0.0,0.1,car,mid-high,51-61
173,49.0,10.0,10.2,4.0,0.0,1.0,yes,40000.0,2.0,0,16+,male,57.0,employment,unskilled,work,169.0,3.0,3.2,car,mid,51-61
