trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint
0-17,13:30:00,13:31:00,78,0,0,0,0,,1
0-17,13:30:00,13:31:00,48,1,1,0,0,,1
0-17,13:30:00,13:31:00,47,2,2,0,0,,1
0-17,13:30:00,13:31:00,44,3,3,0,0,,1
0-17,13:30:00,13:31:00,41,4,4,0,0,,1
0-17,13:30:00,13:31:00,39,5,5,0,0,,1
0-17,13:30:00,13:31:00,43,6,6,0,0,,1
0-17,13:30:00,13:31:00,12,7,7,0,0,,1
0-17,13:30:00,13:31:00,3,8,8,0,0,,1
0-17,13:30:00,13:31:00,2,9,9,0,0,,1
0-17,13:30:00,13:31:00,28,10,10,0,0,,1
0-17,13:30:00,13:31:00,27,11,11,0,0,,1
0-18,14:00:00,14:01:00,78,0,0,0,0,,1
0-18,14:00:00,14:01:00,48,1,1,0,0,,1
0-18,14:00:00,14:01:00,47,2,2,0,0,,1
0-18,14:00:00,14:01:00,44,3,3,0,0,,1
0-18,14:00:00,14:01:00,41,4,4,0,0,,1
0-18,14:00:00,14:01:00,39,5,5,0,0,,1
0-18,14:00:00,14:01:00,43,6,6,0,0,,1
0-18,14:00:00,14:01:00,12,7,7,0,0,,1
0-18,14:00:00,14:01:00,3,8,8,0,0,,1
0-18,14:00:00,14:01:00,2,9,9,0,0,,1
0-18,14:00:00,14:01:00,28,10,10,0,0,,1
0-18,14:00:00,14:01:00,27,11,11,0,0,,1
0-19,14:30:00,14:31:00,78,0,0,0,0,,1
0-19,14:30:00,14:31:00,48,1,1,0,0,,1
0-19,14:30:00,14:31:00,47,2,2,0,0,,1
0-19,14:30:00,14:31:00,44,3,3,0,0,,1
0-19,14:30:00,14:31:00,41,4,4,0,0,,1
0-19,14:30:00,14:31:00,39,5,5,0,0,,1
0-19,14:30:00,14:31:00,43,6,6,0,0,,1
0-19,14:30:00,14:31:00,12,7,7,0,0,,1
0-19,14:30:00,14:31:00,3,8,8,0,0,,1
0-19,14:30:00,14:31:00,2,9,9,0,0,,1
0-19,14:30:00,14:31:00,28,10,10,0,0,,1
0-19,14:30:00,14:31:00,27,11,11,0,0,,1
0-20,15:00:00,15:01:00,78,0,0,0,0,,1
0-20,15:00:00,15:01:00,48,1,1,0,0,,1
0-20,15:00:00,15:01:00,47,2,2,0,0,,1
0-20,15:00:00,15:01:00,44,3,3,0,0,,1
0-20,15:00:00,15:01:00,41,4,4,0,0,,1
0-20,15:00:00,15:01:00,39,5,5,0,0,,1
0-20,15:00:00,15:01:00,43,6,6,0,0,,1
0-20,15:00:00,15:01:00,12,7,7,0,0,,1
0-20,15:00:00,15:01:00,3,8,8,0,0,,1
0-20,15:00:00,15:01:00,2,9,9,0,0,,1
0-20,15:00:00,15:01:00,28,10,10,0,0,,1
0-20,15:00:00,15:01:00,27,11,11,0,0,,1
0-21,15:30:00,15:31:00,78,0,0,0,0,,1
0-21,15:30:00,15:31:00,48,1,1,0,0,,1
0-21,15:30:00,15:31:00,47,2,2,0,0,,1
0-21,15:30:00,15:31:00,44,3,3,0,0,,1
0-21,15:30:00,15:31:00,41,4,4,0,0,,1
0-21,15:30:00,15:31:00,39,5,5,0,0,,1
0-21,15:30:00,15:31:00,43,6,6,0,0,,1
0-21,15:30:00,15:31:00,12,7,7,0,0,,1
0-21,15:30:00,15:31:00,3,8,8,0,0,,1
0-21,15:30:00,15:31:00,2,9,9,0,0,,1
0-21,15:30:00,15:31:00,28,10,10,0,0,,1
0-21,15:30:00,15:31:00,27,11,11,0,0,,1
0-22,16:00:00,16:01:00,78,0,0,0,0,,1
0-22,16:00:00,16:01:00,48,1,1,0,0,,1
0-22,16:00:00,16:01:00,47,2,2,0,0,,1
0-22,16:00:00,16:01:00,44,3,3,0,0,,1
0-22,16:00:00,16:01:00,41,4,4,0,0,,1
0-22,16:00:00,16:01:00,39,5,5,0,0,,1
0-22,16:00:00,16:01:00,43,6,6,0,0,,1
0-22,16:00:00,16:01:00,12,7,7,0,0,,1
0-22,16:00:00,16:01:00,3,8,8,0,0,,1
0-22,16:00:00,16:01:00,2,9,9,0,0,,1
0-22,16:00:00,16:01:00,28,10,10,0,0,,1
0-22,16:00:00,16:01:00,27,11,11,0,0,,1
0-23,16:30:00,16:31:00,78,0,0,0,0,,1
0-23,16:30:00,16:31:00,48,1,1,0,0,,1
0-23,16:30:00,16:31:00,47,2,2,0,0,,1
0-23,16:30:00,16:31:00,44,3,3,0,0,,1
0-23,16:30:00,16:31:00,41,4,4,0,0,,1
0-23,16:30:00,16:31:00,39,5,5,0,0,,1
0-23,16:30:00,16:31:00,43,6,6,0,0,,1
0-23,16:30:00,16:31:00,12,7,7,0,0,,1
0-23,16:30:00,16:31:00,3,8,8,0,0,,1
0-23,16:30:00,16:31:00,2,9,9,0,0,,1
0-23,16:30:00,16:31:00,28,10,10,0,0,,1
0-23,16:30:00,16:31:00,27,11,11,0,0,,1
0-24,17:00:00,17:01:00,78,0,0,0,0,,1
0-24,17:00:00,17:01:00,48,1,1,0,0,,1
0-24,17:00:00,17:01:00,47,2,2,0,0,,1
0-24,17:00:00,17:01:00,44,3,3,0,0,,1
0-24,17:00:00,17:01:00,41,4,4,0,0,,1
0-24,17:00:00,17:01:00,39,5,5,0,0,,1
0-24,17:00:00,17:01:00,43,6,6,0,0,,1
0-24,17:00:00,17:01:00,12,7,7,0,0,,1
0-24,17:00:00,17:01:00,3,8,8,0,0,,1
0-24,17:00:00,17:01:00,2,9,9,0,0,,1
0-24,17:00:00,17:01:00,28,10,10,0,0,,1
0-24,17:00:00,17:01:00,27,11,11,0,0,,1
0-25,17:30:00,17:31:00,78,0,0,0,0,,1
0-25,17:30:00,17:31:00,48,1,1,0,0,,1
0-25,17:30:00,17:31:00,47,2,2,0,0,,1
0-25,17:30:00,17:31:00,44,3,3,0,0,,1
0-25,17:30:00,17:31:00,41,4,4,0,0,,1
0-25,17:30:00,17:31:00,39,5,5,0,0,,1
0-25,17:30:00,17:31:00,43,6,6,0,0,,1
0-25,17:30:00,17:31:00,12,7,7,0,0,,1
0-25,17:30:00,17:31:00,3,8,8,0,0,,1
0-25,17:30:00,17:31:00,2,9,9,0,0,,1
0-25,17:30:00,17:31:00,28,10,10,0,0,,1
0-25,17:30:00,17:31:00,27,11,11,0,0,,1
0-26,18:00:00,18:01:00,78,0,0,0,0,,1
0-26,18:00:00,18:01:00,48,1,1,0,0,,1
0-26,18:00:00,18:01:00,47,2,2,0,0,,1
0-26,18:00:00,18:01:00,44,3,3,0,0,,1
0-26,18:00:00,18:01:00,41,4,4,0,0,,1
0-26,18:00:00,18:01:00,39,5,5,0,0,,1
0-26,18:00:00,18:01:00,43,6,6,0,0,,1
0-26,18:00:00,18:01:00,12,7,7,0,0,,1
0-26,18:00:00,18:01:00,3,8,8,0,0,,1
0-26,18:00:00,18:01:00,2,9,9,0,0,,1
0-26,18:00:00,18:01:00,28,10,10,0,0,,1
0-26,18:00:00,18:01:00,27,11,11,0,0,,1
0-27,18:30:00,18:31:00,78,0,0,0,0,,1
0-27,18:30:00,18:31:00,48,1,1,0,0,,1
0-27,18:30:00,18:31:00,47,2,2,0,0,,1
0-27,18:30:00,18:31:00,44,3,3,0,0,,1
0-27,18:30:00,18:31:00,41,4,4,0,0,,1
0-27,18:30:00,18:31:00,39,5,5,0,0,,1
0-27,18:30:00,18:31:00,43,6,6,0,0,,1
0-27,18:30:00,18:31:00,12,7,7,0,0,,1
0-27,18:30:00,18:31:00,3,8,8,0,0,,1
0-27,18:30:00,18:31:00,2,9,9,0,0,,1
0-27,18:30:00,18:31:00,28,10,10,0,0,,1
0-27,18:30:00,18:31:00,27,11,11,0,0,,1
0-28,19:00:00,19:01:00,78,0,0,0,0,,1
0-28,19:00:00,19:01:00,48,1,1,0,0,,1
0-28,19:00:00,19:01:00,47,2,2,0,0,,1
0-28,19:00:00,19:01:00,44,3,3,0,0,,1
0-28,19:00:00,19:01:00,41,4,4,0,0,,1
0-28,19:00:00,19:01:00,39,5,5,0,0,,1
0-28,19:00:00,19:01:00,43,6,6,0,0,,1
0-28,19:00:00,19:01:00,12,7,7,0,0,,1
0-28,19:00:00,19:01:00,3,8,8,0,0,,1
0-28,19:00:00,19:01:00,2,9,9,0,0,,1
0-28,19:00:00,19:01:00,28,10,10,0,0,,1
0-28,19:00:00,19:01:00,27,11,11,0,0,,1
0-29,19:30:00,19:31:00,78,0,0,0,0,,1
0-29,19:30:00,19:31:00,48,1,1,0,0,,1
0-29,19:30:00,19:31:00,47,2,2,0,0,,1
0-29,19:30:00,19:31:00,44,3,3,0,0,,1
0-29,19:30:00,19:31:00,41,4,4,0,0,,1
0-29,19:30:00,19:31:00,39,5,5,0,0,,1
0-29,19:30:00,19:31:00,43,6,6,0,0,,1
0-29,19:30:00,19:31:00,12,7,7,0,0,,1
0-29,19:30:00,19:31:00,3,8,8,0,0,,1
0-29,19:30:00,19:31:00,2,9,9,0,0,,1
0-29,19:30:00,19:31:00,28,10,10,0,0,,1
0-29,19:30:00,19:31:00,27,11,11,0,0,,1
0-30,20:00:00,20:01:00,78,0,0,0,0,,1
0-30,20:00:00,20:01:00,48,1,1,0,0,,1
0-30,20:00:00,20:01:00,47,2,2,0,0,,1
0-30,20:00:00,20:01:00,44,3,3,0,0,,1
0-30,20:00:00,20:01:00,41,4,4,0,0,,1
0-30,20:00:00,20:01:00,39,5,5,0,0,,1
0-30,20:00:00,20:01:00,43,6,6,0,0,,1
0-30,20:00:00,20:01:00,12,7,7,0,0,,1
0-30,20:00:00,20:01:00,3,8,8,0,0,,1
0-30,20:00:00,20:01:00,2,9,9,0,0,,1
0-30,20:00:00,20:01:00,28,10,10,0,0,,1
0-30,20:00:00,20:01:00,27,11,11,0,0,,1
0-31,20:30:00,20:31:00,78,0,0,0,0,,1
0-31,20:30:00,20:31:00,48,1,1,0,0,,1
0-31,20:30:00,20:31:00,47,2,2,0,0,,1
0-31,20:30:00,20:31:00,44,3,3,0,0,,1
0-31,20:30:00,20:31:00,41,4,4,0,0,,1
0-31,20:30:00,20:31:00,39,5,5,0,0,,1
0-31,20:30:00,20:31:00,43,6,6,0,0,,1
0-31,20:30:00,20:31:00,12,7,7,0,0,,1
0-31,20:30:00,20:31:00,3,8,8,0,0,,1
0-31,20:30:00,20:31:00,2,9,9,0,0,,1
0-31,20:30:00,20:31:00,28,10,10,0,0,,1
0-31,20:30:00,20:31:00,27,11,11,0,0,,1
0-32,21:00:00,21:01:00,78,0,0,0,0,,1
0-32,21:00:00,21:01:00,48,1,1,0,0,,1
0-32,21:00:00,21:01:00,47,2,2,0,0,,1
0-32,21:00:00,21:01:00,44,3,3,0,0,,1
0-32,21:00:00,21:01:00,41,4,4,0,0,,1
0-32,21:00:00,21:01:00,39,5,5,0,0,,1
0-32,21:00:00,21:01:00,43,6,6,0,0,,1
0-32,21:00:00,21:01:00,12,7,7,0,0,,1
0-32,21:00:00,21:01:00,3,8,8,0,0,,1
0-32,21:00:00,21:01:00,2,9,9,0,0,,1
0-32,21:00:00,21:01:00,28,10,10,0,0,,1
0-32,21:00:00,21:01:00,27,11,11,0,0,,1
0-33,21:30:00,21:31:00,78,0,0,0,0,,1
0-33,21:30:00,21:31:00,48,1,1,0,0,,1
0-33,21:30:00,21:31:00,47,2,2,0,0,,1
0-33,21:30:00,21:31:00,44,3,3,0,0,,1
0-33,21:30:00,21:31:00,41,4,4,0,0,,1
0-33,21:30:00,21:31:00,39,5,5,0,0,,1
0-33,21:30:00,21:31:00,43,6,6,0,0,,1
0-33,21:30:00,21:31:00,12,7,7,0,0,,1
0-33,21:30:00,21:31:00,3,8,8,0,0,,1
0-33,21:30:00,21:31:00,2,9,9,0,0,,1
0-33,21:30:00,21:31:00,28,10,10,0,0,,1
0-33,21:30:00,21:31:00,27,11,11,0,0,,1
1-0,05:00:00,05:01:00,57,0,0,0,0,,1
1-0,05:00:00,05:01:00,59,1,1,0,0,,1
1-0,05:00:00,05:01:00,46,2,2,0,0,,1
1-0,05:00:00,05:01:00,54,3,3,0,0,,1
1-0,05:00:00,05:01:00,42,4,4,0,0,,1
1-0,05:00:00,05:01:00,44,5,5,0,0,,1
1-0,05:00:00,05:01:00,47,6,6,0,0,,1
1-0,05:00:00,05:01:00,48,7,7,0,0,,1
1-0,05:00:00,05:01:00,78,8,8,0,0,,1
1-0,05:00:00,05:01:00,85,9,9,0,0,,1
1-0,05:00:00,05:01:00,75,10,10,0,0,,1
1-0,05:00:00,05:01:00,76,11,11,0,0,,1
1-1,05:30:00,05:31:00,57,0,0,0,0,,1
1-1,05:30:00,05:31:00,59,1,1,0,0,,1
1-1,05:30:00,05:31:00,46,2,2,0,0,,1
1-1,05:30:00,05:31:00,54,3,3,0,0,,1
1-1,05:30:00,05:31:00,42,4,4,0,0,,1
1-1,05:30:00,05:31:00,44,5,5,0,0,,1
1-1,05:30:00,05:31:00,47,6,6,0,0,,1
1-1,05:30:00,05:31:00,48,7,7,0,0,,1
1-1,05:30:00,05:31:00,78,8,8,0,0,,1
1-1,05:30:00,05:31:00,85,9,9,0,0,,1
1-1,05:30:00,05:31:00,75,10,10,0,0,,1
1-1,05:30:00,05:31:00,76,11,11,0,0,,1
1-2,06:00:00,06:01:00,57,0,0,0,0,,1
1-2,06:00:00,06:01:00,59,1,1,0,0,,1
1-2,06:00:00,06:01:00,46,2,2,0,0,,1
1-2,06:00:00,06:01:00,54,3,3,0,0,,1
1-2,06:00:00,06:01:00,42,4,4,0,0,,1
1-2,06:00:00,06:01:00,44,5,5,0,0,,1
1-2,06:00:00,06:01:00,47,6,6,0,0,,1
1-2,06:00:00,06:01:00,48,7,7,0,0,,1
1-2,06:00:00,06:01:00,78,8,8,0,0,,1
1-2,06:00:00,06:01:00,85,9,9,0,0,,1
1-2,06:00:00,06:01:00,75,10,10,0,0,,1
1-2,06:00:00,06:01:00,76,11,11,0,0,,1
1-3,06:30:00,06:31:00,57,0,0,0,0,,1
1-3,06:30:00,06:31:00,59,1,1,0,0,,1
1-3,06:30:00,06:31:00,46,2,2,0,0,,1
1-3,06:30:00,06:31:00,54,3,3,0,0,,1
1-3,06:30:00,06:31:00,42,4,4,0,0,,1
1-3,06:30:00,06:31:00,44,5,5,0,0,,1
1-3,06:30:00,06:31:00,47,6,6,0,0,,1
1-3,06:30:00,06:31:00,48,7,7,0,0,,1
1-3,06:30:00,06:31:00,78,8,8,0,0,,1
1-3,06:30:00,06:31:00,85,9,9,0,0,,1
1-3,06:30:00,06:31:00,75,10,10,0,0,,1
1-3,06:30:00,06:31:00,76,11,11,0,0,,1
1-4,07:00:00,07:01:00,57,0,0,0,0,,1
1-4,07:00:00,07:01:00,59,1,1,0,0,,1
1-4,07:00:00,07:01:00,46,2,2,0,0,,1
1-4,07:00:00,07:01:00,54,3,3,0,0,,1
1-4,07:00:00,07:01:00,42,4,4,0,0,,1
1-4,07:00:00,07:01:00,44,5,5,0,0,,1
1-4,07:00:00,07:01:00,47,6,6,0,0,,1
1-4,07:00:00,07:01:00,48,7,7,0,0,,1
1-4,07:00:00,07:01:00,78,8,8,0,0,,1
1-4,07:00:00,07:01:00,85,9,9,0,0,,1
1-4,07:00:00,07:01:00,75,10,10,0,0,,1
1-4,07:00:00,07:01:00,76,11,11,0,0,,1
1-5,07:30:00,07:31:00,57,0,0,0,0,,1
1-5,07:30:00,07:31:00,59,1,1,0,0,,1
1-5,07:30:00,07:31:00,46,2,2,0,0,,1
1-5,07:30:00,07:31:00,54,3,3,0,0,,1
1-5,07:30:00,07:31:00,42,4,4,0,0,,1
1-5,07:30:00,07:31:00,44,5,5,0,0,,1
1-5,07:30:00,07:31:00,47,6,6,0,0,,1
1-5,07:30:00,07:31:00,48,7,7,0,0,,1
1-5,07:30:00,07:31:00,78,8,8,0,0,,1
1-5,07:30:00,07:31:00,85,9,9,0,0,,1
