3.0,2.0,3.0,,2.0,1.0,,8.0,4.0,1.0,1.0,5.0,3.0,2.0,1.0,,8.0,1.0,,2.0,1.0,4.0,2.0,2.0,,,,,,,,,1.0,,,,,1.0,,,,3.0,,1.0,2.0,3.0,,,,,3.0,1.0,,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,3.0,5.0,1.0,1.0,2.0,3.0,5.0,,,3.0,,1.0,1.0,1.0,,,,,,,1.0,,1.0,,,1.0,1.0,,,,1.0,,,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,2.0,,3.0,,,,,1.0,,,,,1.0,1.0,,1.0,,,,,,3.0,,3.0,,,,,3.0,1.0,1.0,3.0,1.0,1.0,3.0,,3.0,,,,,1.0,,1.0,,1.0,1.0,,1.0,,1.0,,1.0,1.0,3.0,,,1.0,1.0,,1.0,1.0,1.0,,,,2.0,,2.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,2.0,1.0,,,2.0,2.0,3.0,,,2.0,,6.0,,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,2.0,1.0,,,,,,1.0,2.0,,1.0,1.0,,1.0
4.0,,1.0,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,1.0,,,,1.0,,,,,,,1.0,1.0,,,1.0,1.0,,,2.0,,,,,,,,,1.0,,,1.0,,1.0,2.0,1.0,1.0,,,,,,2.0,,,,1.0,,,,1.0,,,,,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,1.0,,,,1.0,,,1.0,,,,,,1.0,,,,,1.0,,,1.0,1.0,,,1.0,,,2.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,,,1.0,1.0,,,,,1.0,,1.0,,,,1.0,,
4.1,1.0,1.0,,,2.0,1.0,1.0,2.0,1.0,,2.0,,,,1.0,,,1.0,,,2.0,,,,,,,1.0,,,,,,,,,,,,,2.0,,1.0,,1.0,,,,,2.0,,2.0,1.0,,1.0,,,,1.0,,,3.0,,,,,1.0,2.0,,,,,2.0,,,,,,,,2.0,1.0,,1.0,,3.0,1.0,,,1.0,,1.0,,,,,,,,,,2.0,,,,2.0,,,,,,,,1.0,,,,,1.0,,,,,,2.0,,,,,,1.0,,,,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,,,,,,,1.0,1.0,,,,1.0,,,1.0,,,,,1.0,1.0,,,,,,1.0,2.0,,,,,1.0,1.0,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,2.0,,1.0,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,
4.2,1.0,3.0,1.0,1.0,,,2.0,3.0,,1.0,2.0,3.0,2.0,1.0,1.0,2.0,,1.0,,,,3.0,,,2.0,1.0,,3.0,,,,2.0,,,,,1.0,,,1.0,,,,,2.0,,1.0,,,,,,2.0,,2.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,2.0,1.0,,,1.0,,,1.0,2.0,,1.0,1.0,,,2.0,1.0,2.0,1.0,,,1.0,,1.0,,1.0,1.0,1.0,,,,,2.0,,,1.0,,1.0,,1.0,2.0,1.0,,,,,1.0,1.0,,,,,,,1.0,,,,2.0,,3.0,2.0,,,1.0,,,,,,1.0,1.0,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,1.0,1.0,1.0,,,3.0,,,1.0,,,,,,,,1.0,,,,,1.0,2.0,,,,,,,,,,1.0,,
4.3,3.0,1.0,,1.0,1.0,1.0,5.0,1.0,,,3.0,1.0,3.0,,1.0,1.0,,,,,2.0,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,,1.0,1.0,2.0,,,,,,,1.0,,,1.0,1.0,1.0,2.0,,,,,1.0,,1.0,1.0,,2.0,,,,1.0,,1.0,,,,,,,,,,,,,1.0,1.0,,,,1.0,,2.0,,,,,1.0,,,,1.0,,1.0,1.0,3.0,,,,,,,1.0,,,,,,,,,,,,3.0,1.0,1.0,,,,,,1.0,,2.0,,3.0,1.0,2.0,2.0,,,1.0,,,,,,1.0,,1.0,,,,,,,,2.0,,,,,,,1.0,,,,2.0,,1.0,,,,,,,,1.0,,2.0,,,,2.0,,,,,,1.0,1.0,1.0,,,,,1.0,,1.0,,,,,1.0,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,
5.0,2.0,,,1.0,4.0,,1.0,1.0,,,1.0,2.0,,2.0,1.0,5.0,,,,1.0,,,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,1.0,,,1.0,1.0,1.0,2.0,1.0,,,,,1.0,,,2.0,,,,1.0,,,,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,1.0,2.0,,1.0,,,,,,,1.0,,1.0,,1.0,,,,1.0,3.0,,,,,,,,1.0,1.0,1.0,,,,,,2.0,1.0,,2.0,,,,1.0,,,,,,1.0,,,4.0,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,1.0,1.0,,,,,1.0,2.0,,,,,2.0,1.0,,,1.0,,,,,,1.0,,,,1.0,,,,2.0,2.0,1.0,1.0,,,,,,,1.0,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,
5.1,2.0,2.0,,1.0,,,3.0,4.0,,,3.0,4.0,2.0,,,3.0,1.0,,1.0,,1.0,2.0,,,1.0,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,1.0,2.0,,1.0,1.0,2.0,,,,,1.0,2.0,1.0,3.0,1.0,,3.0,1.0,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,,1.0,,1.0,,1.0,,,,,1.0,,1.0,,1.0,2.0,,,,,,1.0,,,2.0,,,1.0,,,1.0,,,3.0,,,,,1.0,,,,,1.0,,,1.0,,3.0,,2.0,1.0,1.0,1.0,,,,,1.0,,,,1.0,,,,,,,,,,1.0,,,2.0,1.0,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,2.0,,2.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,
5.2,1.0,,,,1.0,1.0,1.0,1.0,2.0,,1.0,2.0,1.0,1.0,,3.0,,,,,,,,,4.0,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,3.0,,,,,2.0,1.0,1.0,,,,1.0,2.0,,,1.0,1.0,,1.0,1.0,,,2.0,1.0,,2.0,,1.0,,1.0,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,1.0,,1.0,2.0,,1.0,,,1.0,,,2.0,,,,,,,,,,,2.0,1.0,,1.0,,,,,1.0,,1.0,,3.0,,1.0,2.0,1.0,1.0,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,,,1.0,1.0,,1.0,,,,1.0,2.0,1.0,,,,,,1.0,1.0,1.0,,1.0,,2.0,,,1.0,1.0,,,1.0,,2.0,,,,,,,1.0,1.0,1.0,,2.0,2.0,,,1.0,,1.0,,,,,,,1.0,,,,,,,,1.0,,,1.0,,,
5.3,2.0,1.0,1.0,,,2.0,,1.0,,1.0,3.0,3.0,,,1.0,,2.0,,,,2.0,2.0,,,3.0,,,,,,,,,,,1.0,,,,,2.0,,1.0,1.0,3.0,,1.0,,,2.0,,1.0,3.0,,,,2.0,1.0,2.0,,,2.0,1.0,,,2.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,2.0,1.0,,,2.0,,1.0,1.0,1.0,,3.0,1.0,1.0,,,,,,,,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,,,1.0,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,2.0,2.0,,,,,,,,,2.0,,,,,,3.0,2.0,2.0,1.0,,,,,1.0,2.0,,,,,,,,,,2.0,2.0,,,,,,,,1.0,,,,
6.0,,,,,,1.0,1.0,1.0,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,1.0,,,1.0,,1.0,,,,1.0,1.0,,,,,,,,,1.0,1.0,1.0,,,3.0,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,1.0,,,1.0,,,,,,,,1.0,2.0,1.0,1.0,1.0,,,,1.0,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,
6.1,,,,1.0,,,1.0,1.0,,,,,1.0,,,,,,,1.0,,1.0,,,,2.0,,,,,,1.0,,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,1.0,,,2.0,1.0,1.0,1.0,3.0,2.0,,,,1.0,,,,1.0,1.0,,,,1.0,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,1.0,,1.0,,2.0,,1.0,1.0,,,,1.0,,,,,,,,1.0,,,,,1.0,,4.0,1.0,,,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,2.0,,,2.0,,,,,,,,,2.0,,1.0,,,,,,,,,,,2.0,,,,1.0,,,,,1.0,,,,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,,1.0,,,2.0,,1.0,,1.0,,,1.0,,,
6.2,,1.0,,,1.0,,1.0,1.0,,,,1.0,,1.0,1.0,3.0,,,1.0,,1.0,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,1.0,,,,,1.0,,,,,1.0,,,,,1.0,2.0,,,,3.0,,,,,1.0,,2.0,,,,,,,,,,,,1.0,,1.0,1.0,,,,,1.0,,,,1.0,,,,1.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,,,,,2.0,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,
6.3,,,,,1.0,,,1.0,,,3.0,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,2.0,,,1.0,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,2.0,,,,1.0,,,,,,,1.0,1.0,,1.0,,,,,2.0,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,
7.0,,,1.0,1.0,,,,3.0,,,1.0,,1.0,,1.0,,,,,,2.0,,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,1.0,,1.0,,,,1.0,,1.0,1.0,,,,,,,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,2.0,,,,,,,,,,1.0,1.0,,,,,1.0,,,,1.0,,,,,,,,,1.0,,,1.0,,,1.0,,1.0,,,,,,2.0,,,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,2.0,,,,1.0,1.0,,2.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,
7.1,,,,1.0,4.0,,4.0,4.0,,,,4.0,1.0,1.0,,7.0,,,2.0,,2.0,1.0,1.0,,1.0,,,,,2.0,,2.0,,,,,,1.0,,,1.0,,2.0,1.0,1.0,,,,,2.0,1.0,3.0,3.0,,1.0,,,1.0,1.0,,,1.0,7.0,3.0,3.0,3.0,1.0,9.0,,,1.0,,,3.0,,1.0,2.0,,1.0,1.0,,2.0,1.0,,,,,1.0,,,2.0,,,1.0,,,3.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,,,,2.0,,,,,1.0,1.0,,1.0,,,,1.0,1.0,,,,,1.0,1.0,3.0,1.0,,,2.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,,,1.0,1.0,,2.0,,3.0,,,,,,,,2.0,,2.0,,,,,1.0,2.0,1.0,,,,,1.0,1.0,,,,,3.0,,,1.0,,,,,,1.0,2.0,1.0,1.0,,1.0,2.0,3.0,,,,,,1.0,3.0,,1.0,,2.0,4.0,1.0,2.0,3.0,1.0,5.0,,,,1.0,,1.0,1.0,4.0,2.0,,,,2.0,,,,,,2.0,,
7.11,,1.0,,,,1.0,1.0,,1.0,,1.0,,,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,,,2.0,,1.0,1.0,,,,3.0,2.0,,1.0,,1.0,2.0,,,,,,2.0,,,2.0,,1.0,2.0,,,,,,,1.0,,1.0,,1.0,1.0,2.0,,,1.0,,1.0,,,,,1.0,1.0,1.0,3.0,1.0,,,1.0,,,1.0,1.0,,,,,1.0,,,,,,2.0,1.0,,,,,,,2.0,,2.0,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,1.0,,,1.0,,,1.0,,1.0,,,,,3.0,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,1.0,,,,,,,,1.0,,,,1.0,1.0,1.0,,,,1.0,,,,,1.0,1.0,,,,,,,1.0,,,1.0,,,,,,,,1.0,,
7.12,,2.0,,1.0,1.0,1.0,2.0,1.0,1.0,,2.0,4.0,2.0,,2.0,3.0,1.0,,,2.0,2.0,,,,1.0,1.0,1.0,,,1.0,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,1.0,,2.0,2.0,1.0,2.0,,1.0,,2.0,2.0,,,3.0,1.0,,,,,,1.0,1.0,,,,,,1.0,2.0,,2.0,1.0,,,4.0,2.0,,1.0,1.0,,,1.0,,,,,,,3.0,1.0,,1.0,1.0,1.0,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,,2.0,1.0,2.0,,,,1.0,,1.0,,1.0,,3.0,,,1.0,,,,2.0,,,,,,,4.0,1.0,,,1.0,1.0,2.0,,,,1.0,,,,,1.0,,,,,,,1.0,1.0,,,2.0,,,1.0,,,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,3.0,1.0,,1.0,,1.0,2.0,4.0,3.0,2.0,1.0,,,,1.0,2.0,2.0,1.0,,,1.0,2.0,1.0,,,,,,,,1.0,,,,,,,,
7.2,,,,1.0,1.0,1.0,,,1.0,,,2.0,,1.0,,1.0,,,,,1.0,,,,2.0,,1.0,,,,,1.0,2.0,,,,,,,,1.0,,,,,,1.0,,,1.0,,,,,,,1.0,,,,,1.0,1.0,,,1.0,1.0,,,,,,,3.0,,,,1.0,,1.0,1.0,1.0,,1.0,,,,2.0,,,1.0,1.0,,1.0,,,2.0,,,,,1.0,2.0,1.0,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,1.0,,,,,2.0,,1.0,1.0,1.0,1.0,,,1.0,,,1.0,,,2.0,1.0,,,,1.0,,1.0,,,1.0,,,,,1.0,,1.0,1.0,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,1.0,2.0,,,1.0,,,1.0,1.0,,,,,2.0,,1.0,,,,,2.0,,1.0,1.0,,1.0,,,,,,,,2.0,,,,,,1.0,,,,,,
7.3,,1.0,,1.0,1.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,2.0,,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,1.0,,,,,,1.0,3.0,1.0,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,2.0,,,1.0,,1.0,1.0,1.0,,,1.0,,,,,1.0,,,,,2.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,3.0,,,,2.0,,,,,,1.0,,2.0,,,1.0,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,1.0,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,
7.4,,2.0,,,1.0,,2.0,2.0,1.0,1.0,,1.0,,1.0,,,,,1.0,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,,,1.0,,,,,,1.0,,,,,2.0,2.0,,1.0,,1.0,2.0,,,,,,1.0,,,,,,,1.0,1.0,,,,1.0,1.0,1.0,,1.0,,,,,,,,,1.0,,,,,,,2.0,,,,,1.0,,,,1.0,,,,,,,,,,1.0,1.0,,,,,2.0,,1.0,1.0,1.0,,,,,1.0,,,,,,1.0,,,1.0,,,,,,,1.0,1.0,1.0,3.0,,,1.0,,1.0,,,1.0,,,1.0,,,,,,,1.0,,1.0,,,1.0,,,,,1.0,,1.0,,,1.0,,,,,,,,2.0,1.0,2.0,,,,,1.0,,,,,,,,,1.0,,,,,,,1.0,,2.0,,,,,,
7.5,2.0,3.0,1.0,,,,1.0,1.0,1.0,,2.0,1.0,,1.0,,,2.0,,1.0,,3.0,2.0,,,,1.0,1.0,,,1.0,,,,,,,,1.0,,1.0,,2.0,,,,,,,,,,,1.0,,1.0,1.0,,,,,,1.0,3.0,,,1.0,1.0,4.0,,,,,,5.0,,,2.0,,,,1.0,,1.0,,,4.0,1.0,2.0,,,1.0,,1.0,,,,,,1.0,,1.0,,1.0,,2.0,,,,,1.0,,,1.0,,,1.0,,,1.0,,,,,,1.0,1.0,,,,,3.0,,1.0,,1.0,,,2.0,1.0,,,,,,,1.0,1.0,,,1.0,,,,,,2.0,1.0,,,,,,,,,1.0,,,,,1.0,,1.0,,,,,,2.0,,,,,1.0,,1.0,,1.0,,,,2.0,1.0,1.0,,1.0,,,1.0,1.0,2.0,,,,,2.0,,,,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,
