,hh_index,area_id,zone_id,hh_count,hh_children,hh_people_in_work,hh_in_work,hh_income,hh_cars,p_hh_index,adult,gender,age,employment,occupation,main_activity,main_activity_id,main_facility_area,main_facility_zone,mode,hh_income_bin,age_bin
25,6.0,4.0,4.1,5.0,0.0,3.0,yes,155000.0,4.0,3,16+,female,53.0,retired,none,None,-1.0,-1.0,-1.0,,high,51-61
26,6.0,4.0,4.1,5.0,0.0,3.0,yes,155000.0,4.0,4,16+,male,56.0,retired,none,health,2.0,4.0,4.4,car,high,51-61
27,7.0,4.0,4.2,5.0,1.0,3.0,yes,60000.0,1.0,0,16+,male,42.0,employment,unskilled,work,33.0,4.0,4.4,car,mid,41-51
28,7.0,4.0,4.2,5.0,1.0,3.0,yes,60000.0,1.0,1,16+,female,41.0,employment,unskilled,work,179.0,8.0,8.2,car,mid,31-41
29,7.0,4.0,4.2,5.0,1.0,3.0,yes,60000.0,1.0,2,16+,female,40.0,employment,unskilled,work,113.0,2.0,2.2,car,mid,31-41
30,7.0,4.0,4.2,5.0,1.0,3.0,yes,60000.0,1.0,3,16+,male,40.0,unemployed,none,health,4.0,4.0,4.4,car,mid,31-41
31,7.0,4.0,4.2,5.0,1.0,3.0,yes,60000.0,1.0,4,under16,female,3.0,education,none,education,11.0,4.0,4.5,car,mid,0-4
32,8.0,6.0,6.0,3.0,1.0,1.0,yes,45000.0,0.0,0,16+,female,31.0,employment,skilled,work,26.0,4.0,4.2,car,low,21-31
33,8.0,6.0,6.0,3.0,1.0,1.0,yes,45000.0,0.0,1,16+,male,33.0,employment,unskilled,work,135.0,10.0,10.5,car,low,31-41
34,8.0,6.0,6.0,3.0,1.0,1.0,yes,45000.0,0.0,2,under16,male,3.0,education,none,education,100.0,8.0,8.2,car,low,0-4
35,9.0,5.0,5.1,4.0,0.0,1.0,yes,85000.0,1.0,0,16+,male,64.0,employment,unskilled,work,135.0,10.0,10.5,car,mid-high,61-71
36,9.0,5.0,5.1,4.0,0.0,1.0,yes,85000.0,1.0,1,16+,male,63.0,retired,none,leisure,46.0,10.0,10.0,car,mid-high,61-71
37,9.0,5.0,5.1,4.0,0.0,1.0,yes,85000.0,1.0,2,16+,male,64.0,retired,none,None,-1.0,-1.0,-1.0,,mid-high,61-71
38,9.0,5.0,5.1,4.0,0.0,1.0,yes,85000.0,1.0,3,16+,male,66.0,retired,none,None,-1.0,-1.0,-1.0,,mid-high,61-71
39,10.0,4.0,4.4,5.0,3.0,0.0,noone,23000.0,0.0,0,16+,female,46.0,unemployed,none,None,-1.0,-1.0,-1.0,,low,41-51
40,10.0,4.0,4.4,5.0,3.0,0.0,noone,23000.0,0.0,1,16+,male,48.0,employment,unskilled,work,41.0,4.0,4.2,car,low,41-51
41,10.0,4.0,4.4,5.0,3.0,0.0,noone,23000.0,0.0,2,under16,female,15.0,education,none,education,26.0,4.0,4.4,cycle,low,13-16
42,10.0,4.0,4.4,5.0,3.0,0.0,noone,23000.0,0.0,3,under16,female,5.0,education,none,education,24.0,4.0,4.2,car,low,4-13
43,10.0,4.0,4.4,5.0,3.0,0.0,noone,23000.0,0.0,4,under16,male,10.0,education,none,education,4.0,4.0,4.5,car,low,4-13
44,11.0,4.0,4.5,5.0,2.0,3.0,yes,65000.0,1.0,0,16+,female,26.0,employment,unskilled,work,129.0,2.0,2.2,car,mid,21-31
45,11.0,4.0,4.5,5.0,2.0,3.0,yes,65000.0,1.0,1,16+,female,27.0,employment,unskilled,work,21.0,4.0,4.2,car,mid,21-31
46,11.0,4.0,4.5,5.0,2.0,3.0,yes,65000.0,1.0,2,16+,female,29.0,employment,unskilled,work,32.0,4.0,4.5,cycle,mid,21-31
47,11.0,4.0,4.5,5.0,2.0,3.0,yes,65000.0,1.0,3,under16,female,7.0,education,none,education,76.0,5.0,5.3,car,mid,4-13
48,11.0,4.0,4.5,5.0,2.0,3.0,yes,65000.0,1.0,4,under16,male,11.0,education,none,None,-1.0,-1.0,-1.0,,mid,4-13
49,12.0,4.0,4.5,3.0,2.0,1.0,yes,30000.0,0.0,0,16+,female,19.0,education,none,education,19.0,4.0,4.5,car,low,16-21
50,12.0,4.0,4.5,3.0,2.0,1.0,yes,30000.0,0.0,1,under16,female,10.0,education,none,education,23.0,4.0,4.5,cycle,low,4-13
51,12.0,4.0,4.5,3.0,2.0,1.0,yes,30000.0,0.0,2,under16,male,14.0,education,none,education,10.0,4.0,4.5,car,low,13-16
52,13.0,6.0,6.0,4.0,2.0,2.0,yes,70000.0,1.0,0,16+,male,25.0,employment,unskilled,work,20.0,4.0,4.4,car,mid-high,21-31
53,13.0,6.0,6.0,4.0,2.0,2.0,yes,70000.0,1.0,1,16+,male,24.0,employment,unskilled,work,125.0,3.0,3.2,car,mid-high,21-31
54,13.0,6.0,6.0,4.0,2.0,2.0,yes,70000.0,1.0,2,under16,male,10.0,education,none,education,80.0,10.0,10.5,car,mid-high,4-13
55,13.0,6.0,6.0,4.0,2.0,2.0,yes,70000.0,1.0,3,under16,male,11.0,education,none,education,88.0,8.0,8.2,car,mid-high,4-13
56,14.0,4.0,4.5,1.0,0.0,0.0,noone,16000.0,0.0,0,16+,male,54.0,retired,none,None,-1.0,-1.0,-1.0,,low,51-61
57,15.0,4.0,4.5,5.0,2.0,3.0,yes,80000.0,2.0,0,16+,female,29.0,employment,unskilled,work,109.0,10.0,10.0,car,mid-high,21-31
58,15.0,4.0,4.5,5.0,2.0,3.0,yes,80000.0,2.0,1,16+,male,28.0,employment,unskilled,work,83.0,10.0,10.0,car,mid-high,21-31
59,15.0,4.0,4.5,5.0,2.0,3.0,yes,80000.0,2.0,2,16+,female,29.0,employment,unskilled,work,44.0,4.0,4.5,cycle,mid-high,21-31
60,15.0,4.0,4.5,5.0,2.0,3.0,yes,80000.0,2.0,3,under16,female,1.0,education,none,education,18.0,4.0,4.4,car,mid-high,0-4
61,15.0,4.0,4.5,5.0,2.0,3.0,yes,80000.0,2.0,4,under16,female,2.0,education,none,education,8.0,4.0,4.4,car,mid-high,0-4
62,16.0,4.0,4.2,3.0,0.0,2.0,yes,50000.0,1.0,0,16+,male,64.0,employment,unskilled,work,46.0,2.0,2.0,car,mid,61-71
63,16.0,4.0,4.2,3.0,0.0,2.0,yes,50000.0,1.0,1,16+,male,64.0,employment,unskilled,work,70.0,2.0,2.0,car,mid,61-71
64,16.0,4.0,4.2,3.0,0.0,2.0,yes,50000.0,1.0,2,16+,male,63.0,retired,none,None,-1.0,-1.0,-1.0,,mid,61-71
65,17.0,4.0,4.2,3.0,1.0,0.0,noone,19000.0,0.0,0,16+,male,34.0,employment,unskilled,work,8.0,4.0,4.5,car,low,31-41
66,17.0,4.0,4.2,3.0,1.0,0.0,noone,19000.0,0.0,1,16+,male,33.0,employment,unskilled,work,12.0,4.0,4.5,car,low,31-41
67,17.0,4.0,4.2,3.0,1.0,0.0,noone,19000.0,0.0,2,under16,female,10.0,education,none,education,9.0,4.0,4.5,car,low,4-13
68,18.0,4.0,4.2,5.0,1.0,3.0,yes,55000.0,1.0,0,16+,female,20.0,employment,unskilled,work,91.0,2.0,2.3,car,mid,16-21
69,18.0,4.0,4.2,5.0,1.0,3.0,yes,55000.0,1.0,1,16+,male,18.0,education,none,education,25.0,4.0,4.5,car,mid,16-21
70,18.0,4.0,4.2,5.0,1.0,3.0,yes,55000.0,1.0,2,16+,female,18.0,education,none,education,2.0,4.0,4.2,car,mid,16-21
71,18.0,4.0,4.2,5.0,1.0,3.0,yes,55000.0,1.0,3,16+,male,20.0,employment,unskilled,work,95.0,10.0,10.0,car,mid,16-21
72,18.0,4.0,4.2,5.0,1.0,3.0,yes,55000.0,1.0,4,under16,female,5.0,education,none,education,90.0,8.0,8.2,car,mid,4-13
73,19.0,4.0,4.2,5.0,0.0,2.0,yes,70000.0,1.0,0,16+,female,63.0,employment,unskilled,work,181.0,8.0,8.2,car,mid-high,61-71
74,19.0,4.0,4.2,5.0,0.0,2.0,yes,70000.0,1.0,1,16+,female,66.0,employment,unskilled,work,42.0,4.0,4.5,car,mid-high,61-71
75,19.0,4.0,4.2,5.0,0.0,2.0,yes,70000.0,1.0,2,16+,male,63.0,retired,none,None,-1.0,-1.0,-1.0,,mid-high,61-71
76,19.0,4.0,4.2,5.0,0.0,2.0,yes,70000.0,1.0,3,16+,male,65.0,retired,none,health,5.0,4.0,4.5,cycle,mid-high,61-71
77,19.0,4.0,4.2,5.0,0.0,2.0,yes,70000.0,1.0,4,16+,male,63.0,retired,none,health,5.0,4.0,4.5,cycle,mid-high,61-71
78,20.0,4.0,4.3,1.0,0.0,1.0,yes,40000.0,0.0,0,16+,female,54.0,employment,unskilled,work,94.0,10.0,10.0,car,low,51-61
79,21.0,4.0,4.4,4.0,0.0,1.0,yes,150000.0,3.0,0,16+,female,64.0,employment,unskilled,work,159.0,5.0,5.3,car,high,61-71
80,21.0,4.0,4.4,4.0,0.0,1.0,yes,150000.0,3.0,1,16+,female,64.0,retired,none,None,-1.0,-1.0,-1.0,,high,61-71
81,21.0,4.0,4.4,4.0,0.0,1.0,yes,150000.0,3.0,2,16+,male,67.0,retired,none,None,-1.0,-1.0,-1.0,,high,61-71
82,21.0,4.0,4.4,4.0,0.0,1.0,yes,150000.0,3.0,3,16+,female,66.0,retired,none,leisure,3.0,4.0,4.4,cycle,high,61-71
83,22.0,4.0,4.4,2.0,0.0,0.0,noone,17000.0,0.0,0,16+,male,57.0,retired,none,None,-1.0,-1.0,-1.0,,low,51-61
84,22.0,4.0,4.4,2.0,0.0,0.0,noone,17000.0,0.0,1,16+,male,56.0,retired,none,None,-1.0,-1.0,-1.0,,low,51-61
85,23.0,4.0,4.5,3.0,0.0,1.0,yes,35000.0,1.0,0,16+,male,52.0,employment,unskilled,work,152.0,5.0,5.3,car,low,51-61
86,23.0,4.0,4.5,3.0,0.0,1.0,yes,35000.0,1.0,1,16+,female,56.0,retired,none,None,-1.0,-1.0,-1.0,,low,51-61
87,23.0,4.0,4.5,3.0,0.0,1.0,yes,35000.0,1.0,2,16+,female,54.0,retired,none,shopping,100.0,8.0,8.2,car,low,51-61
88,24.0,4.0,4.5,5.0,3.0,1.0,yes,55000.0,0.0,0,16+,male,43.0,employment,skilled,work,19.0,4.0,4.2,PT,mid,41-51
89,24.0,4.0,4.5,5.0,3.0,1.0,yes,55000.0,0.0,1,16+,female,43.0,employment,skilled,None,-1.0,-1.0,-1.0,,mid,41-51
90,24.0,4.0,4.5,5.0,3.0,1.0,yes,55000.0,0.0,2,under16,female,6.0,education,none,education,72.0,5.0,5.0,car,mid,4-13
91,24.0,4.0,4.5,5.0,3.0,1.0,yes,55000.0,0.0,3,under16,male,12.0,education,none,education,10.0,4.0,4.5,car,mid,4-13
92,24.0,4.0,4.5,5.0,3.0,1.0,yes,55000.0,0.0,4,under16,male,11.0,education,none,None,-1.0,-1.0,-1.0,,mid,4-13
93,25.0,4.0,4.5,3.0,0.0,1.0,yes,40000.0,0.0,0,16+,female,58.0,employment,unskilled,work,165.0,5.0,5.3,car,low,51-61
94,25.0,4.0,4.5,3.0,0.0,1.0,yes,40000.0,0.0,1,16+,male,55.0,retired,none,None,-1.0,-1.0,-1.0,,low,51-61
95,25.0,4.0,4.5,3.0,0.0,1.0,yes,40000.0,0.0,2,16+,male,58.0,retired,none,shopping,17.0,4.0,4.5,car,low,51-61
96,26.0,4.0,4.4,4.0,1.0,3.0,yes,40000.0,2.0,0,16+,male,33.0,employment,unskilled,None,-1.0,-1.0,-1.0,,low,31-41
97,26.0,4.0,4.4,4.0,1.0,3.0,yes,40000.0,2.0,1,16+,male,32.0,employment,unskilled,None,-1.0,-1.0,-1.0,,low,31-41
98,26.0,4.0,4.4,4.0,1.0,3.0,yes,40000.0,2.0,2,16+,other,30.0,employment,unskilled,work,79.0,2.0,2.3,car,low,21-31
99,26.0,4.0,4.4,4.0,1.0,3.0,yes,40000.0,2.0,3,under16,female,11.0,education,none,education,41.0,2.0,2.3,car,low,4-13
100,27.0,4.0,4.5,5.0,0.0,4.0,yes,75000.0,2.0,0,16+,male,62.0,employment,unskilled,work,59.0,2.0,2.2,car,mid-high,61-71
101,27.0,4.0,4.5,5.0,0.0,4.0,yes,75000.0,2.0,1,16+,female,63.0,employment,unskilled,work,16.0,4.0,4.2,cycle,mid-high,61-71
102,27.0,4.0,4.5,5.0,0.0,4.0,yes,75000.0,2.0,2,16+,male,60.0,employment,unskilled,work,102.0,10.0,10.0,car,mid-high,51-61
103,27.0,4.0,4.5,5.0,0.0,4.0,yes,75000.0,2.0,3,16+,male,61.0,employment,unskilled,work,10.0,5.0,5.1,car,mid-high,51-61
104,27.0,4.0,4.5,5.0,0.0,4.0,yes,75000.0,2.0,4,16+,male,61.0,retired,none,None,-1.0,-1.0,-1.0,,mid-high,51-61
105,28.0,4.0,4.5,4.0,1.0,3.0,yes,60000.0,2.0,0,16+,female,26.0,employment,unskilled,work,40.0,4.0,4.2,car,mid,21-31
106,28.0,4.0,4.5,4.0,1.0,3.0,yes,60000.0,2.0,1,16+,male,24.0,employment,unskilled,work,115.0,10.0,10.0,car,mid,21-31
107,28.0,4.0,4.5,4.0,1.0,3.0,yes,60000.0,2.0,2,16+,male,26.0,employment,unskilled,work,24.0,4.0,4.5,car,mid,21-31
108,28.0,4.0,4.5,4.0,1.0,3.0,yes,60000.0,2.0,3,under16,male,11.0,education,none,education,25.0,4.0,4.5,car,mid,4-13
109,29.0,4.0,4.5,5.0,1.0,3.0,yes,55000.0,3.0,0,16+,female,31.0,employment,unskilled,work,27.0,4.0,4.5,PT,mid,21-31
110,29.0,4.0,4.5,5.0,1.0,3.0,yes,55000.0,3.0,1,16+,other,35.0,employment,unskilled,None,-1.0,-1.0,-1.0,,mid,31-41
111,29.0,4.0,4.5,5.0,1.0,3.0,yes,55000.0,3.0,2,16+,male,33.0,employment,unskilled,work,150.0,10.0,10.5,car,mid,31-41
112,29.0,4.0,4.5,5.0,1.0,3.0,yes,55000.0,3.0,3,16+,male,31.0,unemployed,none,leisure,19.0,3.0,3.2,car,mid,21-31
113,29.0,4.0,4.5,5.0,1.0,3.0,yes,55000.0,3.0,4,under16,female,7.0,education,none,health,1.0,4.0,4.5,car,mid,4-13
114,30.0,4.0,4.5,5.0,0.0,2.0,yes,90000.0,3.0,0,16+,male,69.0,employment,unskilled,work,75.0,3.0,3.2,car,mid-high,61-71
115,30.0,4.0,4.5,5.0,0.0,2.0,yes,90000.0,3.0,1,16+,male,71.0,employment,unskilled,None,-1.0,-1.0,-1.0,,mid-high,61-71
116,30.0,4.0,4.5,5.0,0.0,2.0,yes,90000.0,3.0,2,16+,male,69.0,retired,none,None,-1.0,-1.0,-1.0,,mid-high,61-71
117,30.0,4.0,4.5,5.0,0.0,2.0,yes,90000.0,3.0,3,16+,male,66.0,retired,none,leisure,26.0,2.0,2.1,car,mid-high,61-71
118,30.0,4.0,4.5,5.0,0.0,2.0,yes,90000.0,3.0,4,16+,female,67.0,retired,none,leisure,68.0,5.0,5.0,car,mid-high,61-71
119,31.0,4.0,4.4,5.0,2.0,3.0,yes,40000.0,1.0,0,16+,male,29.0,employment,skilled,work,20.0,4.0,4.4,car,low,21-31
120,31.0,4.0,4.4,5.0,2.0,3.0,yes,40000.0,1.0,1,16+,male,29.0,employment,unskilled,work,38.0,4.0,4.5,car,low,21-31
121,31.0,4.0,4.4,5.0,2.0,3.0,yes,40000.0,1.0,2,16+,female,28.0,employment,unskilled,work,88.0,10.0,10.0,car,low,21-31
122,31.0,4.0,4.4,5.0,2.0,3.0,yes,40000.0,1.0,3,under16,female,2.0,education,none,education,19.0,4.0,4.5,cycle,low,0-4
123,31.0,4.0,4.4,5.0,2.0,3.0,yes,40000.0,1.0,4,under16,female,10.0,education,none,education,58.0,2.0,2.3,car,low,4-13
124,32.0,5.0,5.1,4.0,0.0,2.0,yes,225000.0,0.0,0,16+,female,48.0,employment,skilled,work,193.0,8.0,8.2,car,high,41-51
125,32.0,5.0,5.1,4.0,0.0,2.0,yes,225000.0,0.0,1,16+,male,48.0,employment,skilled,work,44.0,4.0,4.5,car,high,41-51
126,32.0,5.0,5.1,4.0,0.0,2.0,yes,225000.0,0.0,2,16+,female,50.0,unemployed,none,None,-1.0,-1.0,-1.0,,high,41-51
127,32.0,5.0,5.1,4.0,0.0,2.0,yes,225000.0,0.0,3,16+,male,52.0,retired,none,None,-1.0,-1.0,-1.0,,high,51-61
128,33.0,4.0,4.2,4.0,2.0,2.0,yes,40000.0,1.0,0,16+,male,40.0,employment,unskilled,work,36.0,4.0,4.5,car,low,31-41
129,33.0,4.0,4.2,4.0,2.0,2.0,yes,40000.0,1.0,1,16+,female,40.0,employment,unskilled,work,21.0,4.0,4.2,car,low,31-41
130,33.0,4.0,4.2,4.0,2.0,2.0,yes,40000.0,1.0,2,under16,female,7.0,education,none,education,104.0,8.0,8.3,car,low,4-13
131,33.0,4.0,4.2,4.0,2.0,2.0,yes,40000.0,1.0,3,under16,male,12.0,education,none,education,6.0,4.0,4.5,car,low,4-13
132,34.0,5.0,5.0,5.0,0.0,3.0,yes,85000.0,3.0,0,16+,male,70.0,employment,unskilled,work,172.0,8.0,8.1,car,mid-high,61-71
133,34.0,5.0,5.0,5.0,0.0,3.0,yes,85000.0,3.0,1,16+,male,66.0,employment,unskilled,work,157.0,5.0,5.3,car,mid-high,61-71
134,34.0,5.0,5.0,5.0,0.0,3.0,yes,85000.0,3.0,2,16+,female,66.0,employment,unskilled,work,84.0,10.0,10.1,car,mid-high,61-71
135,34.0,5.0,5.0,5.0,0.0,3.0,yes,85000.0,3.0,3,16+,female,68.0,retired,none,None,-1.0,-1.0,-1.0,,mid-high,61-71
136,34.0,5.0,5.0,5.0,0.0,3.0,yes,85000.0,3.0,4,16+,female,69.0,retired,none,shopping,56.0,10.0,10.0,car,mid-high,61-71
137,35.0,4.0,4.4,3.0,1.0,0.0,noone,19000.0,2.0,0,16+,male,31.0,employment,unskilled,work,74.0,3.0,3.2,car,low,21-31
138,35.0,4.0,4.4,3.0,1.0,0.0,noone,19000.0,2.0,1,16+,other,35.0,employment,unskilled,work,198.0,7.0,7.0,car,low,31-41
139,35.0,4.0,4.4,3.0,1.0,0.0,noone,19000.0,2.0,2,under16,female,8.0,education,none,education,19.0,4.0,4.5,cycle,low,4-13
140,36.0,4.0,4.0,4.0,0.0,2.0,yes,110000.0,2.0,0,16+,male,58.0,employment,unskilled,work,131.0,10.0,10.0,car,mid-high,51-61
141,36.0,4.0,4.0,4.0,0.0,2.0,yes,110000.0,2.0,1,16+,female,59.0,employment,unskilled,work,213.0,8.0,8.2,car,mid-high,51-61
142,36.0,4.0,4.0,4.0,0.0,2.0,yes,110000.0,2.0,2,16+,male,58.0,retired,none,shopping,4.0,4.0,4.5,car,mid-high,51-61
143,36.0,4.0,4.0,4.0,0.0,2.0,yes,110000.0,2.0,3,16+,male,57.0,retired,none,None,-1.0,-1.0,-1.0,,mid-high,51-61
144,37.0,6.0,6.0,3.0,0.0,1.0,yes,40000.0,1.0,0,16+,male,68.0,employment,unskilled,work,206.0,8.0,8.2,car,low,61-71
145,37.0,6.0,6.0,3.0,0.0,1.0,yes,40000.0,1.0,1,16+,other,67.0,retired,none,None,-1.0,-1.0,-1.0,,low,61-71
146,37.0,6.0,6.0,3.0,0.0,1.0,yes,40000.0,1.0,2,16+,male,70.0,retired,none,None,-1.0,-1.0,-1.0,,low,61-71
147,38.0,4.0,4.4,4.0,2.0,2.0,yes,30000.0,1.0,0,16+,female,23.0,employment,unskilled,work,18.0,4.0,4.6,car,low,21-31
148,38.0,4.0,4.4,4.0,2.0,2.0,yes,30000.0,1.0,1,16+,male,22.0,employment,unskilled,work,128.0,9.0,9.1,car,low,21-31
149,38.0,4.0,4.4,4.0,2.0,2.0,yes,30000.0,1.0,2,under16,male,6.0,education,none,education,33.0,2.0,2.0,car,low,4-13
150,38.0,4.0,4.4,4.0,2.0,2.0,yes,30000.0,1.0,3,under16,male,8.0,education,none,education,13.0,4.0,4.4,car,low,4-13
151,39.0,4.0,4.4,3.0,0.0,2.0,yes,100000.0,1.0,0,16+,male,62.0,employment,unskilled,work,34.0,4.0,4.5,car,mid-high,61-71
152,39.0,4.0,4.4,3.0,0.0,2.0,yes,100000.0,1.0,1,16+,male,64.0,employment,skilled,work,163.0,5.0,5.3,car,mid-high,61-71
153,39.0,4.0,4.4,3.0,0.0,2.0,yes,100000.0,1.0,2,16+,female,61.0,retired,none,health,2.0,4.0,4.4,car,mid-high,51-61
154,40.0,4.0,4.2,4.0,0.0,2.0,yes,70000.0,3.0,0,16+,female,59.0,employment,unskilled,work,95.0,10.0,10.0,car,mid-high,51-61
155,40.0,4.0,4.2,4.0,0.0,2.0,yes,70000.0,3.0,1,16+,female,60.0,employment,skilled,work,33.0,4.0,4.4,cycle,mid-high,51-61
156,40.0,4.0,4.2,4.0,0.0,2.0,yes,70000.0,3.0,2,16+,male,64.0,retired,none,None,-1.0,-1.0,-1.0,,mid-high,61-71
157,40.0,4.0,4.2,4.0,0.0,2.0,yes,70000.0,3.0,3,16+,male,62.0,retired,none,leisure,32.0,2.0,2.0,car,mid-high,61-71
158,41.0,4.0,4.4,4.0,1.0,2.0,yes,95000.0,1.0,0,16+,female,21.0,employment,unskilled,work,28.0,4.0,4.5,car,mid-high,16-21
159,41.0,4.0,4.4,4.0,1.0,2.0,yes,95000.0,1.0,1,16+,male,20.0,employment,skilled,work,33.0,4.0,4.4,car,mid-high,16-21
160,41.0,4.0,4.4,4.0,1.0,2.0,yes,95000.0,1.0,2,16+,female,20.0,employment,skilled,None,-1.0,-1.0,-1.0,,mid-high,16-21
161,41.0,4.0,4.4,4.0,1.0,2.0,yes,95000.0,1.0,3,under16,male,7.0,education,none,education,37.0,2.0,2.0,car,mid-high,4-13
162,42.0,4.0,4.2,2.0,0.0,0.0,noone,17000.0,0.0,0,16+,male,52.0,retired,none,None,-1.0,-1.0,-1.0,,low,51-61
163,42.0,4.0,4.2,2.0,0.0,0.0,noone,17000.0,0.0,1,16+,male,53.0,retired,none,health,29.0,5.0,5.3,car,low,51-61
164,43.0,4.0,4.6,2.0,0.0,2.0,yes,80000.0,2.0,0,16+,male,57.0,employment,skilled,work,66.0,2.0,2.3,car,mid-high,51-61
165,43.0,4.0,4.6,2.0,0.0,2.0,yes,80000.0,2.0,1,16+,male,60.0,employment,unskilled,None,-1.0,-1.0,-1.0,,mid-high,51-61
166,44.0,4.0,4.2,3.0,0.0,1.0,yes,60000.0,0.0,0,16+,male,53.0,employment,unskilled,work,134.0,10.0,10.5,car,mid,51-61
167,44.0,4.0,4.2,3.0,0.0,1.0,yes,60000.0,0.0,1,16+,male,50.0,employment,unskilled,None,-1.0,-1.0,-1.0,,mid,41-51
168,44.0,4.0,4.2,3.0,0.0,1.0,yes,60000.0,0.0,2,16+,male,50.0,employment,unskilled,work,195.0,11.0,11.0,car,mid,41-51
169,45.0,4.0,4.2,4.0,1.0,3.0,yes,40000.0,0.0,0,16+,female,39.0,employment,unskilled,work,157.0,5.0,5.3,car,low,31-41
170,45.0,4.0,4.2,4.0,1.0,3.0,yes,40000.0,0.0,1,16+,female,38.0,employment,unskilled,work,28.0,4.0,4.5,car,low,31-41
171,45.0,4.0,4.2,4.0,1.0,3.0,yes,40000.0,0.0,2,16+,male,40.0,employment,unskilled,work,39.0,4.0,4.5,car,low,31-41
172,45.0,4.0,4.2,4.0,1.0,3.0,yes,40000.0,0.0,3,under16,female,3.0,education,none,education,10.0,4.0,4.5,car,low,0-4
